feature,mean_abs_shap,importance_pct,domain
rolling_mean_3yr,0.10195897538687396,31.97979085068044,Model-specific permutation importance
lag_1,0.0700730086858326,21.978645367392865,Model-specific permutation importance
rolling_max_3yr,0.059544931799836456,18.67647706296928,Model-specific permutation importance
lag_2,0.027687499996506194,8.684281650602717,Model-specific permutation importance
rolling_min_3yr,0.013969018334794003,4.3814316791726355,Model-specific permutation importance
lag_3,0.007549999396348572,2.3680838366788306,Model-specific permutation importance
spatial_lag_1,0.0066724646552182906,2.0928419820106314,Model-specific permutation importance
imd_2019_score,0.004481892778015017,1.4057614164152092,Model-specific permutation importance
qof_mh002_pct,0.0024940447142433597,0.7822658871483302,Model-specific permutation importance
married_no_children_pct,0.0019881229146669786,0.6235817372158521,Model-specific permutation importance
delta_2,0.0014823942880580754,0.4649581766633136,Model-specific permutation importance
underoccupied_2plus_bedrooms_pct,0.001320304963640051,0.4141182905782693,Model-specific permutation importance
pensioner_couple_household_pct,0.0012951893230706557,0.4062406816728984,Model-specific permutation importance
married_dependent_children_pct,0.0012759227084255032,0.40019764029851485,Model-specific permutation importance
qof_mh021_pct,0.0010695824150311784,0.33547828232360083,Model-specific permutation importance
pension_credit_rate,0.0010231882124904002,0.3209265776962395,Model-specific permutation importance
imd_2025_decile,0.0010054157831853373,0.31535219280341537,Model-specific permutation importance
lone_parent_dependent_children_pct,0.001003744565570741,0.3148280095269753,Model-specific permutation importance
acceleration,0.0009962542490870364,0.312478645445536,Model-specific permutation importance
delta_1,0.0008800499834452968,0.2760307692573043,Model-specific permutation importance
one_person_household_pct,0.0008436977941034373,0.2646287773511885,Model-specific permutation importance
owner_occupied_pct,0.0008077942336137345,0.25336749946075504,Model-specific permutation importance
lad_mean_samhi_lag_1,0.0007857847755930791,0.246464155624995,Model-specific permutation importance
rolling_std_3yr,0.0007636061760337264,0.23950775995136403,Model-specific permutation importance
pct_no_qualifications,0.0006775403156384141,0.2125129004563334,Model-specific permutation importance
one_person_household_pct,0.0006642212734877751,0.20833533609093408,Model-specific permutation importance
overcrowded_1_bedroom_pct,0.0006135531475866207,0.1924431003856755,Model-specific permutation importance
cohabiting_dependent_children_pct,0.000436543019507829,0.1369232518099838,Model-specific permutation importance
hosp_car_time,0.0004145322879906321,0.1300195085375592,Model-specific permutation importance
other_household_types_pct,0.0004032686897667115,0.1264866413813299,Model-specific permutation importance
hosp_pt_time,0.00040201064653937467,0.12609205170309226,Model-specific permutation importance
other_households_dependent_children_pct,0.00035070483304795453,0.10999980304470822,Model-specific permutation importance
no_car_pct,0.00032003871115812157,0.10038126617223407,Model-specific permutation importance
pct_disability_limited,0.00031866563218769796,0.09995059512901301,Model-specific permutation importance
gp_car_time,0.00029250616948587325,0.09174558774446225,Model-specific permutation importance
gas_grid_disconnection_pct,0.00028691263618519925,0.08999115637249988,Model-specific permutation importance
one_person_aged_66_plus_pct,0.00028277275299366523,0.08869266746449396,Model-specific permutation importance
overcrowded_2plus_bedrooms_pct,0.00023650294307605568,0.07417997902042797,Model-specific permutation importance
occupancy_balanced_pct,0.00023593317693358927,0.07400126986803864,Model-specific permutation importance
is_rural,0.00023339961875618043,0.07320661044434264,Model-specific permutation importance
overcrowded_bedrooms_pct,0.00020076813455977005,0.0629716307793466,Model-specific permutation importance
fuel_poverty_pct,0.00018437610301362816,0.057830212493469424,Model-specific permutation importance
decile_lag_1,0.00016438790345664201,0.05156084347628752,Model-specific permutation importance
private_rented_pct,0.00015449887937002416,0.04845911632762402,Model-specific permutation importance
spatial_delta_1,0.00013234182037119568,0.04150947692648168,Model-specific permutation importance
one_person_other_pct,0.00011808429392503594,0.03703755366454066,Model-specific permutation importance
pct_social_grade_de,0.00010939579392006404,0.03431237511198227,Model-specific permutation importance
gp_pt_time,0.00010537397494211342,0.03305091745937118,Model-specific permutation importance
cohabiting_household_pct,0.0001015891632299537,0.0318637979683719,Model-specific permutation importance
social_rented_pct,0.00010091825725316861,0.031653365951605866,Model-specific permutation importance
shared_ownership_pct,5.7892423905958615e-05,0.018158162156166918,Model-specific permutation importance
lone_parent_pct,5.634115668453621e-05,0.01767160174197712,Model-specific permutation importance
avg_download_speed,5.6292163658722136e-05,0.017656234907299437,Model-specific permutation importance
underoccupied_1_bedroom_pct,4.9547878227140796e-05,0.015540866086448883,Model-specific permutation importance
lone_parent_pct,4.9474555240802684e-05,0.015517868074172448,Model-specific permutation importance
pct_aged_65_plus,1.7110338907366794e-05,0.005366717913411809,Model-specific permutation importance
rent_free_pct,1.4321494224256437e-05,0.0044919869802841385,Model-specific permutation importance
unemployment_rate,8.438028913670958e-06,0.0026466174147718154,Model-specific permutation importance
isolation_normalized,5.551115123125783e-17,1.74112676154321e-14,Model-specific permutation importance
isolation_scale,5.551115123125783e-17,1.74112676154321e-14,Model-specific permutation importance
qof_dep_pca_pct,5.551115123125783e-17,1.74112676154321e-14,Model-specific permutation importance
qof_dep004_pct,5.551115123125783e-17,1.74112676154321e-14,Model-specific permutation importance
qof_mh_pca_pct,5.551115123125783e-17,1.74112676154321e-14,Model-specific permutation importance
