Scope,Split,Model,RMSE,MAE,R2,Dir_Acc_%,Decile_Exact_%,Decile_Within_1_%,History_Mode
national,Validation (2019),AR Baseline (Persistence),0.37705559025890595,0.295042776900397,0.8352580488279369,0.0,44.93362562416271,85.85129704055535,with_history
national,Test (2020-2022 Aggregate),AR Baseline (Persistence),0.3288775104436354,0.2501379085386651,0.869566306456008,0.0,44.16940689319206,84.73287865870986,with_history
national,Test (2020),AR Baseline (Persistence),0.32572540842916614,0.24454705206803878,0.8652332147943664,0.0,44.242479600535866,84.93788819875776,with_history
national,Test (2021),AR Baseline (Persistence),0.3583619108329936,0.2784272608686017,0.8485544371590035,0.0,46.09669954938497,86.81646571672147,with_history
national,Test (2022),AR Baseline (Persistence),0.299934909262975,0.22743941267935464,0.8913399648012231,0.0,46.23066617951528,87.02959444647425,with_history
national,Validation (2019),AR Baseline (Momentum Drift),0.5025787142073359,0.38061376870087604,0.707314222617256,61.027889416636214,33.61953477042991,71.36158811350627,with_history
national,Test (2020-2022 Aggregate),AR Baseline (Momentum Drift),0.5498973558839373,0.41751930417847266,0.6353428755701971,42.23399504729428,32.281898266553,68.85580319084156,with_history
national,Test (2020),AR Baseline (Momentum Drift),0.5736022301860482,0.43060681977419485,0.5820722042221825,42.63183534283279,33.61953477042991,71.33418584825235,with_history
national,Test (2021),AR Baseline (Momentum Drift),0.5469909289979815,0.4197732903097939,0.6471638172655088,41.85239313116551,32.98928266958958,70.14066496163683,with_history
national,Test (2022),AR Baseline (Momentum Drift),0.5281502732593764,0.4021778024514293,0.6630768696801002,42.217756667884544,35.25453659724759,73.18536110096213,with_history
national,Validation (2019),Multimodal Ridge,0.2880434677313816,0.21652830677070503,0.9038588088204239,78.8028254780173,47.37851662404092,88.52758494702229,with_history
national,Test (2020-2022 Aggregate),Multimodal Ridge,0.32903444801365506,0.2555416856893865,0.8694417930410971,60.73559858726099,46.87411196362603,87.64766776275728,with_history
national,Test (2020),Multimodal Ridge,0.35490460976779226,0.27691261545361245,0.840006302705387,52.70977956399952,46.6538789428815,87.6141761052247,with_history
national,Test (2021),Multimodal Ridge,0.282168917420393,0.21484509574243482,0.9061074335488832,76.85117525270978,48.617707952746315,88.94775301424917,with_history
national,Test (2022),Multimodal Ridge,0.3452744183201624,0.2748673458721123,0.8560059277743541,52.64584094507369,48.858238947753016,89.52320058458166,with_history
national,Validation (2019),Multimodal ElasticNet,0.293446435732271,0.21959405347555438,0.9002182503458346,78.50444525636343,47.3754719279016,88.27183047131896,with_history
national,Test (2020-2022 Aggregate),Multimodal ElasticNet,0.31855634144788725,0.24765897477938134,0.8776246491493795,61.63073925222263,46.83757560995412,87.70653188811757,with_history
national,Test (2020),Multimodal ElasticNet,0.3378963013275965,0.26368240282247746,0.8549737992708859,54.402630617464375,46.49859943977591,87.4467178175618,with_history
national,Test (2021),Multimodal ElasticNet,0.2827837378495127,0.21532742406570474,0.9056978210405845,77.00036536353672,48.663378394836194,88.8655462184874,with_history
national,Test (2022),Multimodal ElasticNet,0.3321052170426971,0.2639670974499618,0.8667806822027654,53.489221775666785,49.05614419680916,89.31007185482889,with_history
national,Validation (2019),Multimodal Random Forest,0.29365805210428675,0.2198911831802034,0.9000742849545652,78.27000365363537,47.04968944099379,88.18962367555719,with_history
national,Test (2020-2022 Aggregate),Multimodal Random Forest,0.32494757810068475,0.2519622955957027,0.8726649248532803,61.6266796573702,46.54934437543133,87.37871960378354,with_history
national,Test (2020),Multimodal Random Forest,0.34307340958612964,0.26672189838808463,0.850495690524322,54.41480940202168,46.358543417366946,87.28839361831689,with_history
national,Test (2021),Multimodal Random Forest,0.28624769722758137,0.2178822043747736,0.9033733619053435,76.94860552916819,48.10619900133967,88.57325538911218,with_history
national,Test (2022),Multimodal Random Forest,0.3422508977451432,0.27128278402424993,0.8585167584856082,53.51662404092071,48.4472049689441,89.08476434051882,with_history
national,Validation (2019),Multimodal Extra-Trees,0.29449000546840326,0.22089581269343844,0.899507290140735,78.40397028376567,47.08318109852637,87.9521373766898,with_history
national,Test (2020-2022 Aggregate),Multimodal Extra-Trees,0.32071189719521503,0.24802469702001712,0.8759629062691142,61.26842041164292,46.49961433848902,87.38886859091463,with_history
