Local authority code,Local authority,MSOA code,Middle layer super output area,LSOA code,Lower layer super output area,"Number of 
domestic 
properties","Number of 
domestic 
gas meters","Estimated number 
of properties not 
on the gas grid","Estimated percentage
of properties not 
on the gas grid"
E07000136,Boston,E02005423,Boston 007,E01026019,Boston 007C,1200,994,206,17.17
E07000136,Boston,E02005423,Boston 007,E01026020,Boston 007D,1280,1289,0,0
E07000136,Boston,E02005423,Boston 007,E01026041,Boston 007E,640,585,55,8.59
E07000136,Boston,E02006864,Boston 008,E01026013,Boston 008A,680,680,0,0
E07000136,Boston,E02006864,Boston 008,E01026014,Boston 008B,810,699,111,13.7
E07000136,Boston,E02006864,Boston 008,E01026022,Boston 008C,910,872,38,4.18
E07000136,Boston,E02006864,Boston 008,E01026038,Boston 008D,630,609,21,3.33
E07000136,Boston,E02006864,Boston 008,E01026040,Boston 008E,780,748,32,4.1
E07000136,Boston,E02006865,Boston 009,E01026031,Boston 009B,760,757,3,0.39
E07000136,Boston,E02006865,Boston 009,E01026035,Boston 009C,1070,1087,0,0
E07000136,Boston,E02006865,Boston 009,E01026039,Boston 009D,560,562,0,0
E07000136,Boston,E02006865,Boston 009,E01034683,Boston 009E,570,519,51,8.95
E07000136,Boston,E02006865,Boston 009,E01034684,Boston 009F,650,710,0,0
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026045,East Lindsey 001A,930,375,555,59.68
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026061,East Lindsey 001B,510,504,6,1.18
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026062,East Lindsey 001C,530,489,41,7.74
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026063,East Lindsey 001D,710,699,11,1.55
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026080,East Lindsey 001E,950,16,934,98.32
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026106,East Lindsey 001F,620,608,12,1.94
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026107,East Lindsey 001G,560,163,397,70.89
E07000137,East Lindsey,E02005425,East Lindsey 002,E01026058,East Lindsey 002A,1100,736,364,33.09
E07000137,East Lindsey,E02005425,East Lindsey 002,E01026076,East Lindsey 002B,1040,,,
E07000137,East Lindsey,E02005425,East Lindsey 002,E01026079,East Lindsey 002C,920,,,
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026077,East Lindsey 003A,810,835,0,0
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026078,East Lindsey 003B,500,480,20,4
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026087,East Lindsey 003C,660,702,0,0
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026088,East Lindsey 003D,650,614,36,5.54
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026090,East Lindsey 003E,560,563,0,0
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026091,East Lindsey 003F,630,718,0,0
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026108,East Lindsey 003G,1230,1204,26,2.11
E07000137,East Lindsey,E02005427,East Lindsey 004,E01026081,East Lindsey 004A,1360,1283,77,5.66
E07000137,East Lindsey,E02005427,East Lindsey 004,E01026089,East Lindsey 004C,1070,1020,50,4.67
E07000137,East Lindsey,E02005427,East Lindsey 004,E01032986,East Lindsey 004D,640,608,32,5
E07000137,East Lindsey,E02005427,East Lindsey 004,E01032987,East Lindsey 004E,750,704,46,6.13
E07000137,East Lindsey,E02005428,East Lindsey 005,E01026072,East Lindsey 005A,1110,1084,26,2.34
E07000137,East Lindsey,E02005428,East Lindsey 005,E01026073,East Lindsey 005B,1090,1010,80,7.34
E07000137,East Lindsey,E02005428,East Lindsey 005,E01026074,East Lindsey 005C,1250,957,293,23.44
E07000137,East Lindsey,E02005428,East Lindsey 005,E01026099,East Lindsey 005D,990,51,939,94.85
E07000137,East Lindsey,E02005429,East Lindsey 006,E01026103,East Lindsey 006A,1100,1026,74,6.73
E07000137,East Lindsey,E02005429,East Lindsey 006,E01026104,East Lindsey 006B,1280,1225,55,4.3
E07000137,East Lindsey,E02005429,East Lindsey 006,E01026109,East Lindsey 006C,1280,1126,154,12.03
E07000137,East Lindsey,E02005430,East Lindsey 007,E01026071,East Lindsey 007A,1020,,,
E07000137,East Lindsey,E02005430,East Lindsey 007,E01026082,East Lindsey 007B,1090,263,827,75.87
E07000137,East Lindsey,E02005430,East Lindsey 007,E01026121,East Lindsey 007C,1270,,,
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026042,East Lindsey 008A,810,812,0,0
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026043,East Lindsey 008B,930,919,11,1.18
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026044,East Lindsey 008C,660,281,379,57.42
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026113,East Lindsey 008D,1000,48,952,95.2
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026117,East Lindsey 008E,940,152,788,83.83
E07000137,East Lindsey,E02005432,East Lindsey 009,E01026060,East Lindsey 009A,620,,,
E07000137,East Lindsey,E02005432,East Lindsey 009,E01026068,East Lindsey 009B,1040,279,761,73.17
E07000137,East Lindsey,E02005432,East Lindsey 009,E01026070,East Lindsey 009C,1070,575,495,46.26
E07000137,East Lindsey,E02005432,East Lindsey 009,E01026105,East Lindsey 009D,1090,166,924,84.77
E07000137,East Lindsey,E02005433,East Lindsey 010,E01026048,East Lindsey 010A,970,,,
E07000137,East Lindsey,E02005433,East Lindsey 010,E01026049,East Lindsey 010B,970,,,
E07000137,East Lindsey,E02005433,East Lindsey 010,E01026050,East Lindsey 010C,950,,,
E07000137,East Lindsey,E02005433,East Lindsey 010,E01026069,East Lindsey 010D,1140,530,610,53.51
E07000137,East Lindsey,E02005434,East Lindsey 011,E01026064,East Lindsey 011A,750,720,30,4
E07000137,East Lindsey,E02005434,East Lindsey 011,E01026065,East Lindsey 011B,1030,1022,8,0.78
E07000137,East Lindsey,E02005434,East Lindsey 011,E01026066,East Lindsey 011C,1120,1034,86,7.68
E07000137,East Lindsey,E02005434,East Lindsey 011,E01026067,East Lindsey 011D,1020,948,72,7.06
E07000137,East Lindsey,E02005435,East Lindsey 012,E01026084,East Lindsey 012A,790,636,154,19.49
E07000137,East Lindsey,E02005435,East Lindsey 012,E01026115,East Lindsey 012C,870,591,279,32.07
E07000137,East Lindsey,E02005435,East Lindsey 012,E01026116,East Lindsey 012D,780,745,35,4.49
E07000137,East Lindsey,E02005435,East Lindsey 012,E01034685,East Lindsey 012E,680,524,156,22.94
E07000137,East Lindsey,E02005435,East Lindsey 012,E01034686,East Lindsey 012F,840,706,134,15.95
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026046,East Lindsey 013A,640,483,157,24.53
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026047,East Lindsey 013B,670,543,127,18.96
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026055,East Lindsey 013C,530,,,
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026059,East Lindsey 013D,520,,,
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026100,East Lindsey 013E,920,882,38,4.13
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026101,East Lindsey 013F,660,634,26,3.94
E07000137,East Lindsey,E02005437,East Lindsey 014,E01026092,East Lindsey 014A,690,554,136,19.71
E07000137,East Lindsey,E02005437,East Lindsey 014,E01026093,East Lindsey 014B,1070,769,301,28.13
E07000137,East Lindsey,E02005437,East Lindsey 014,E01026095,East Lindsey 014C,690,552,138,20
E07000137,East Lindsey,E02005437,East Lindsey 014,E01026114,East Lindsey 014D,940,696,244,25.96
E07000137,East Lindsey,E02005438,East Lindsey 015,E01026083,East Lindsey 015A,840,752,88,10.48
E07000137,East Lindsey,E02005438,East Lindsey 015,E01026094,East Lindsey 015B,1180,1085,95,8.05
E07000137,East Lindsey,E02005438,East Lindsey 015,E01026096,East Lindsey 015C,660,610,50,7.58
E07000137,East Lindsey,E02005438,East Lindsey 015,E01026097,East Lindsey 015D,790,736,54,6.84
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026051,East Lindsey 016A,670,525,145,21.64
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026052,East Lindsey 016B,1100,674,426,38.73
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026053,East Lindsey 016C,830,519,311,37.47
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026054,East Lindsey 016D,800,535,265,33.12
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026118,East Lindsey 016E,940,921,19,2.02
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026119,East Lindsey 016F,560,414,146,26.07
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026120,East Lindsey 016G,840,718,122,14.52
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026056,East Lindsey 017A,580,34,546,94.14
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026110,East Lindsey 017B,700,,,
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026111,East Lindsey 017C,690,,,
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026112,East Lindsey 017D,560,,,
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026057,East Lindsey 018A,910,,,
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026075,East Lindsey 018B,1010,,,
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026098,East Lindsey 018C,930,667,263,28.28
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026102,East Lindsey 018D,1070,,,
E07000138,Lincoln,E02005442,Lincoln 001,E01026149,Lincoln 001A,830,829,1,0.12
E07000138,Lincoln,E02005442,Lincoln 001,E01026150,Lincoln 001B,890,882,8,0.9
E07000138,Lincoln,E02005442,Lincoln 001,E01026166,Lincoln 001C,640,621,19,2.97
E07000138,Lincoln,E02005442,Lincoln 001,E01026168,Lincoln 001D,730,724,6,0.82
E07000138,Lincoln,E02005443,Lincoln 002,E01026153,Lincoln 002A,1160,974,186,16.03
E07000138,Lincoln,E02005443,Lincoln 002,E01026155,Lincoln 002B,790,746,44,5.57
E07000138,Lincoln,E02005443,Lincoln 002,E01026157,Lincoln 002C,690,665,25,3.62
E07000138,Lincoln,E02005443,Lincoln 002,E01026165,Lincoln 002D,890,840,50,5.62
E07000138,Lincoln,E02005444,Lincoln 003,E01026125,Lincoln 003A,530,524,6,1.13
E07000138,Lincoln,E02005444,Lincoln 003,E01026144,Lincoln 003B,940,920,20,2.13
E07000138,Lincoln,E02005444,Lincoln 003,E01026147,Lincoln 003C,1120,1072,48,4.29
E07000138,Lincoln,E02005444,Lincoln 003,E01026148,Lincoln 003D,1080,1093,0,0
E07000138,Lincoln,E02005444,Lincoln 003,E01026151,Lincoln 003E,990,880,110,11.11
E07000138,Lincoln,E02005444,Lincoln 003,E01026164,Lincoln 003F,610,590,20,3.28
E07000138,Lincoln,E02005444,Lincoln 003,E01026167,Lincoln 003G,960,806,154,16.04
E07000138,Lincoln,E02005445,Lincoln 004,E01026122,Lincoln 004A,940,750,190,20.21
E07000138,Lincoln,E02005445,Lincoln 004,E01026123,Lincoln 004B,1160,1033,127,10.95
E07000138,Lincoln,E02005445,Lincoln 004,E01026124,Lincoln 004C,810,770,40,4.94
E07000138,Lincoln,E02005445,Lincoln 004,E01026126,Lincoln 004D,1040,772,268,25.77
E07000138,Lincoln,E02005445,Lincoln 004,E01026152,Lincoln 004E,600,594,6,1
E07000138,Lincoln,E02005445,Lincoln 004,E01026154,Lincoln 004F,530,533,0,0
E07000138,Lincoln,E02005445,Lincoln 004,E01026156,Lincoln 004G,500,484,16,3.2
E07000138,Lincoln,E02005446,Lincoln 005,E01026132,Lincoln 005A,1320,510,810,61.36
E07000138,Lincoln,E02005446,Lincoln 005,E01026145,Lincoln 005C,690,636,54,7.83
E07000138,Lincoln,E02005446,Lincoln 005,E01026146,Lincoln 005D,990,698,292,29.49
E07000138,Lincoln,E02005446,Lincoln 005,E01034687,Lincoln 005E,520,489,31,5.96
E07000138,Lincoln,E02005446,Lincoln 005,E01034688,Lincoln 005F,880,456,424,48.18
E07000138,Lincoln,E02005447,Lincoln 006,E01026134,Lincoln 006A,970,795,175,18.04
E07000138,Lincoln,E02005447,Lincoln 006,E01026176,Lincoln 006B,1150,929,221,19.22
E07000138,Lincoln,E02005447,Lincoln 006,E01026177,Lincoln 006C,900,842,58,6.44
E07000138,Lincoln,E02005447,Lincoln 006,E01026178,Lincoln 006D,850,803,47,5.53
E07000138,Lincoln,E02005448,Lincoln 007,E01026127,Lincoln 007A,670,653,17,2.54
E07000138,Lincoln,E02005448,Lincoln 007,E01026129,Lincoln 007C,740,688,52,7.03
E07000138,Lincoln,E02005448,Lincoln 007,E01026131,Lincoln 007D,630,636,0,0
E07000138,Lincoln,E02005448,Lincoln 007,E01034689,Lincoln 007E,510,506,4,0.78
E07000138,Lincoln,E02005448,Lincoln 007,E01034690,Lincoln 007F,740,742,0,0
E07000138,Lincoln,E02005449,Lincoln 008,E01026135,Lincoln 008B,790,772,18,2.28
E07000138,Lincoln,E02005449,Lincoln 008,E01026136,Lincoln 008C,830,817,13,1.57
E07000138,Lincoln,E02005449,Lincoln 008,E01026174,Lincoln 008D,700,646,54,7.71
E07000138,Lincoln,E02005449,Lincoln 008,E01034691,Lincoln 008E,1740,300,1440,82.76
E07000138,Lincoln,E02005449,Lincoln 008,E01034692,Lincoln 008F,690,632,58,8.41
E07000138,Lincoln,E02005450,Lincoln 009,E01026130,Lincoln 009A,640,633,7,1.09
E07000138,Lincoln,E02005450,Lincoln 009,E01026158,Lincoln 009B,680,649,31,4.56
E07000138,Lincoln,E02005450,Lincoln 009,E01026159,Lincoln 009C,690,611,79,11.45
E07000138,Lincoln,E02005450,Lincoln 009,E01026160,Lincoln 009D,630,621,9,1.43
E07000138,Lincoln,E02005450,Lincoln 009,E01026162,Lincoln 009E,650,610,40,6.15
E07000138,Lincoln,E02005450,Lincoln 009,E01026163,Lincoln 009F,620,651,0,0
E07000138,Lincoln,E02005451,Lincoln 010,E01026161,Lincoln 010A,700,664,36,5.14
E07000138,Lincoln,E02005451,Lincoln 010,E01026170,Lincoln 010B,670,701,0,0
E07000138,Lincoln,E02005451,Lincoln 010,E01026172,Lincoln 010C,660,655,5,0.76
E07000138,Lincoln,E02005451,Lincoln 010,E01026173,Lincoln 010D,720,718,2,0.28
E07000138,Lincoln,E02005451,Lincoln 010,E01026175,Lincoln 010E,1030,870,160,15.53
E07000138,Lincoln,E02005452,Lincoln 011,E01026137,Lincoln 011A,490,485,5,1.02
E07000138,Lincoln,E02005452,Lincoln 011,E01026138,Lincoln 011B,640,646,0,0
E07000138,Lincoln,E02005452,Lincoln 011,E01026139,Lincoln 011C,560,551,9,1.61
E07000138,Lincoln,E02005452,Lincoln 011,E01026140,Lincoln 011D,650,610,40,6.15
E07000138,Lincoln,E02005452,Lincoln 011,E01026141,Lincoln 011E,630,614,16,2.54
E07000138,Lincoln,E02005452,Lincoln 011,E01026142,Lincoln 011F,510,513,0,0
E07000138,Lincoln,E02005452,Lincoln 011,E01026169,Lincoln 011G,820,746,74,9.02
E07000138,Lincoln,E02005452,Lincoln 011,E01026171,Lincoln 011H,670,664,6,0.9
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026186,North Kesteven 001A,750,767,0,0
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026187,North Kesteven 001B,790,754,36,4.56
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026189,North Kesteven 001C,850,829,21,2.47
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026203,North Kesteven 001D,1050,1019,31,2.95
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026204,North Kesteven 001E,760,752,8,1.05
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026206,North Kesteven 001F,790,735,55,6.96
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026182,North Kesteven 003B,670,,,
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026193,North Kesteven 003C,680,5,675,99.26
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026199,North Kesteven 003D,1130,8,1122,99.29
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026225,North Kesteven 003E,770,709,61,7.92
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026226,North Kesteven 003F,850,837,13,1.53
E07000139,North Kesteven,E02005455,North Kesteven 003,E01032994,North Kesteven 003H,680,499,181,26.62
E07000139,North Kesteven,E02005455,North Kesteven 003,E01034693,North Kesteven 003I,670,576,94,14.03
E07000139,North Kesteven,E02005455,North Kesteven 003,E01034694,North Kesteven 003J,750,836,0,0
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026184,North Kesteven 004A,810,797,13,1.6
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026185,North Kesteven 004B,1140,1154,0,0
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026188,North Kesteven 004C,1090,1082,8,0.73
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026190,North Kesteven 004D,910,940,0,0
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026237,North Kesteven 004E,510,510,0,0
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026238,North Kesteven 004F,670,670,0,0
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026191,North Kesteven 005A,810,361,449,55.43
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026205,North Kesteven 005B,770,662,108,14.03
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026211,North Kesteven 005C,830,171,659,79.4
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026212,North Kesteven 005D,730,688,42,5.75
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026213,North Kesteven 005E,840,800,40,4.76
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026192,North Kesteven 006A,570,,,
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026194,North Kesteven 006B,1070,1010,60,5.61
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026195,North Kesteven 006C,830,674,156,18.8
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026196,North Kesteven 006D,710,143,567,79.86
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026180,North Kesteven 007A,690,394,296,42.9
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026183,North Kesteven 007B,1260,,,
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026210,North Kesteven 007C,1110,,,
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026224,North Kesteven 007D,810,769,41,5.06
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026179,North Kesteven 008A,510,244,266,52.16
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026197,North Kesteven 008B,670,528,142,21.19
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026198,North Kesteven 008C,550,528,22,4
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026223,North Kesteven 008D,980,1014,0,0
E07000139,North Kesteven,E02005461,North Kesteven 009,E01026209,North Kesteven 009A,1010,675,335,33.17
E07000139,North Kesteven,E02005461,North Kesteven 009,E01026221,North Kesteven 009B,1140,,,
E07000139,North Kesteven,E02005461,North Kesteven 009,E01026222,North Kesteven 009C,930,835,95,10.22
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026227,North Kesteven 010A,850,689,161,18.94
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026230,North Kesteven 010B,780,896,0,0
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026231,North Kesteven 010C,1270,1453,0,0
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026232,North Kesteven 010D,1110,1032,78,7.03
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026235,North Kesteven 010E,820,704,116,14.15
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026228,North Kesteven 011A,760,751,9,1.18
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026229,North Kesteven 011B,750,721,29,3.87
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026233,North Kesteven 011C,760,738,22,2.89
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026236,North Kesteven 011E,570,525,45,7.89
E07000139,North Kesteven,E02005463,North Kesteven 011,E01034695,North Kesteven 011F,750,744,6,0.8
E07000139,North Kesteven,E02005463,North Kesteven 011,E01034696,North Kesteven 011G,670,723,0,0
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026200,North Kesteven 012A,820,724,96,11.71
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026201,North Kesteven 012B,920,337,583,63.37
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026202,North Kesteven 012C,1030,1006,24,2.33
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026207,North Kesteven 012D,580,,,
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026208,North Kesteven 012E,670,331,339,50.6
E07000139,North Kesteven,E02006866,North Kesteven 013,E01026220,North Kesteven 013A,1090,1086,4,0.37
E07000139,North Kesteven,E02006866,North Kesteven 013,E01032988,North Kesteven 013B,810,797,13,1.6
E07000139,North Kesteven,E02006866,North Kesteven 013,E01032989,North Kesteven 013C,820,780,40,4.88
E07000139,North Kesteven,E02006866,North Kesteven 013,E01032993,North Kesteven 013D,1080,1044,36,3.33
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026214,North Kesteven 014A,530,519,11,2.08
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026215,North Kesteven 014B,490,495,0,0
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026218,North Kesteven 014C,570,475,95,16.67
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026219,North Kesteven 014D,540,488,52,9.63
E07000139,North Kesteven,E02006867,North Kesteven 014,E01032991,North Kesteven 014E,1030,1050,0,0
E07000139,North Kesteven,E02006867,North Kesteven 014,E01032992,North Kesteven 014F,740,696,44,5.95
E07000140,South Holland,E02005465,South Holland 001,E01026242,South Holland 001A,880,663,217,24.66
E07000140,South Holland,E02005465,South Holland 001,E01026243,South Holland 001B,620,503,117,18.87
E07000140,South Holland,E02005465,South Holland 001,E01026244,South Holland 001C,590,350,240,40.68
E07000140,South Holland,E02005465,South Holland 001,E01026247,South Holland 001D,880,578,302,34.32
E07000140,South Holland,E02005465,South Holland 001,E01026276,South Holland 001E,1100,443,657,59.73
E07000140,South Holland,E02005466,South Holland 002,E01026246,South Holland 002A,1010,336,674,66.73
E07000140,South Holland,E02005466,South Holland 002,E01026248,South Holland 002B,1000,125,875,87.5
E07000140,South Holland,E02005466,South Holland 002,E01026257,South Holland 002C,1040,873,167,16.06
E07000140,South Holland,E02005467,South Holland 003,E01026250,South Holland 003A,1070,1031,39,3.64
E07000140,South Holland,E02005467,South Holland 003,E01026251,South Holland 003B,960,955,5,0.52
E07000140,South Holland,E02005467,South Holland 003,E01026252,South Holland 003C,890,902,0,0
E07000140,South Holland,E02005467,South Holland 003,E01026253,South Holland 003D,920,899,21,2.28
E07000140,South Holland,E02005468,South Holland 004,E01026281,South Holland 004A,620,442,178,28.71
E07000140,South Holland,E02005468,South Holland 004,E01026282,South Holland 004B,870,540,330,37.93
E07000140,South Holland,E02005468,South Holland 004,E01026283,South Holland 004C,800,330,470,58.75
E07000140,South Holland,E02005468,South Holland 004,E01026285,South Holland 004D,650,362,288,44.31
E07000140,South Holland,E02005468,South Holland 004,E01026286,South Holland 004E,570,285,285,50
E07000140,South Holland,E02005469,South Holland 005,E01026241,South Holland 005A,810,70,740,91.36
E07000140,South Holland,E02005469,South Holland 005,E01026258,South Holland 005B,1130,1199,0,0
E07000140,South Holland,E02005469,South Holland 005,E01026259,South Holland 005C,730,76,654,89.59
E07000140,South Holland,E02005469,South Holland 005,E01026260,South Holland 005D,920,858,62,6.74
E07000140,South Holland,E02005470,South Holland 006,E01026266,South Holland 006B,1110,961,149,13.42
E07000140,South Holland,E02005470,South Holland 006,E01026273,South Holland 006C,800,774,26,3.25
E07000140,South Holland,E02005470,South Holland 006,E01026275,South Holland 006E,1140,1115,25,2.19
E07000140,South Holland,E02005470,South Holland 006,E01032995,South Holland 006F,760,607,153,20.13
E07000140,South Holland,E02005470,South Holland 006,E01032996,South Holland 006G,580,565,15,2.59
E07000140,South Holland,E02005470,South Holland 006,E01034697,South Holland 006H,680,680,0,0
E07000140,South Holland,E02005470,South Holland 006,E01034698,South Holland 006I,600,614,0,0
E07000140,South Holland,E02005471,South Holland 007,E01026268,South Holland 007A,970,909,61,6.29
E07000140,South Holland,E02005471,South Holland 007,E01026269,South Holland 007B,1000,950,50,5
E07000140,South Holland,E02005471,South Holland 007,E01026270,South Holland 007C,830,678,152,18.31
E07000140,South Holland,E02005471,South Holland 007,E01026271,South Holland 007D,720,717,3,0.42
E07000140,South Holland,E02005471,South Holland 007,E01026272,South Holland 007E,630,600,30,4.76
E07000140,South Holland,E02005472,South Holland 008,E01026254,South Holland 008A,880,272,608,69.09
E07000140,South Holland,E02005472,South Holland 008,E01026255,South Holland 008B,970,903,67,6.91
E07000140,South Holland,E02005472,South Holland 008,E01026256,South Holland 008C,750,537,213,28.4
E07000140,South Holland,E02005472,South Holland 008,E01026277,South Holland 008D,780,695,85,10.9
E07000140,South Holland,E02005472,South Holland 008,E01026278,South Holland 008E,680,411,269,39.56
E07000140,South Holland,E02005472,South Holland 008,E01026279,South Holland 008F,650,605,45,6.92
E07000140,South Holland,E02005473,South Holland 009,E01026262,South Holland 009A,700,664,36,5.14
