Local authority code,Local authority,MSOA code,Middle layer super output area,LSOA code,Lower layer super output area,"Number of 
domestic 
properties","Number of 
domestic 
gas meters","Estimated number 
of properties not 
on the gas grid","Estimated percentage
of properties not 
on the gas grid"
E07000140,South Holland,E02005473,South Holland 009,E01026264,South Holland 009C,670,655,15,2.24
E07000140,South Holland,E02005473,South Holland 009,E01026265,South Holland 009D,540,518,22,4.07
E07000140,South Holland,E02005473,South Holland 009,E01034699,South Holland 009F,520,523,0,0
E07000140,South Holland,E02005473,South Holland 009,E01034700,South Holland 009G,730,698,32,4.38
E07000140,South Holland,E02005474,South Holland 010,E01026245,South Holland 010A,1110,739,371,33.42
E07000140,South Holland,E02005474,South Holland 010,E01026249,South Holland 010B,790,134,656,83.04
E07000140,South Holland,E02005474,South Holland 010,E01026280,South Holland 010C,1120,,,
E07000140,South Holland,E02005475,South Holland 011,E01026239,South Holland 011A,970,747,223,22.99
E07000140,South Holland,E02005475,South Holland 011,E01026240,South Holland 011B,1030,1064,0,0
E07000140,South Holland,E02005475,South Holland 011,E01026284,South Holland 011C,960,599,361,37.6
E07000141,South Kesteven,E02005476,South Kesteven 001,E01026313,South Kesteven 001A,660,167,493,74.7
E07000141,South Kesteven,E02005476,South Kesteven 001,E01026314,South Kesteven 001B,610,,,
E07000141,South Kesteven,E02005476,South Kesteven 001,E01026329,South Kesteven 001C,860,,,
E07000141,South Kesteven,E02005476,South Kesteven 001,E01026333,South Kesteven 001D,1110,486,624,56.22
E07000141,South Kesteven,E02005477,South Kesteven 002,E01026291,South Kesteven 002A,890,915,0,0
E07000141,South Kesteven,E02005477,South Kesteven 002,E01026340,South Kesteven 002B,1040,1026,14,1.35
E07000141,South Kesteven,E02005477,South Kesteven 002,E01026355,South Kesteven 002C,1130,801,329,29.12
E07000141,South Kesteven,E02005477,South Kesteven 002,E01026365,South Kesteven 002D,1070,616,454,42.43
E07000141,South Kesteven,E02005478,South Kesteven 003,E01026325,South Kesteven 003A,630,635,0,0
E07000141,South Kesteven,E02005478,South Kesteven 003,E01026326,South Kesteven 003B,650,649,1,0.15
E07000141,South Kesteven,E02005478,South Kesteven 003,E01026327,South Kesteven 003C,640,639,1,0.16
E07000141,South Kesteven,E02005478,South Kesteven 003,E01026328,South Kesteven 003D,620,613,7,1.13
E07000141,South Kesteven,E02005478,South Kesteven 003,E01026352,South Kesteven 003E,590,561,29,4.92
E07000141,South Kesteven,E02005478,South Kesteven 003,E01026353,South Kesteven 003F,940,789,151,16.06
E07000141,South Kesteven,E02005478,South Kesteven 003,E01026354,South Kesteven 003G,500,492,8,1.6
E07000141,South Kesteven,E02005479,South Kesteven 004,E01026321,South Kesteven 004B,660,652,8,1.21
E07000141,South Kesteven,E02005479,South Kesteven 004,E01026322,South Kesteven 004C,640,628,12,1.87
E07000141,South Kesteven,E02005479,South Kesteven 004,E01026323,South Kesteven 004D,1130,881,249,22.04
E07000141,South Kesteven,E02005479,South Kesteven 004,E01026324,South Kesteven 004E,900,893,7,0.78
E07000141,South Kesteven,E02005479,South Kesteven 004,E01034701,South Kesteven 004F,550,587,0,0
E07000141,South Kesteven,E02005479,South Kesteven 004,E01034702,South Kesteven 004G,640,641,0,0
E07000141,South Kesteven,E02005480,South Kesteven 005,E01026308,South Kesteven 005A,640,680,0,0
E07000141,South Kesteven,E02005480,South Kesteven 005,E01026309,South Kesteven 005B,720,704,16,2.22
E07000141,South Kesteven,E02005480,South Kesteven 005,E01026310,South Kesteven 005C,450,447,3,0.67
E07000141,South Kesteven,E02005480,South Kesteven 005,E01026311,South Kesteven 005D,700,639,61,8.71
E07000141,South Kesteven,E02005480,South Kesteven 005,E01026312,South Kesteven 005E,460,458,2,0.43
E07000141,South Kesteven,E02005481,South Kesteven 006,E01026317,South Kesteven 006A,1200,1044,156,13
E07000141,South Kesteven,E02005481,South Kesteven 006,E01026318,South Kesteven 006B,1070,968,102,9.53
E07000141,South Kesteven,E02005481,South Kesteven 006,E01026319,South Kesteven 006C,1160,922,238,20.52
E07000141,South Kesteven,E02005481,South Kesteven 006,E01026343,South Kesteven 006D,1000,817,183,18.3
E07000141,South Kesteven,E02005481,South Kesteven 006,E01026344,South Kesteven 006E,710,639,71,10
E07000141,South Kesteven,E02005481,South Kesteven 006,E01026345,South Kesteven 006F,770,698,72,9.35
E07000141,South Kesteven,E02005482,South Kesteven 007,E01026292,South Kesteven 007A,650,642,8,1.23
E07000141,South Kesteven,E02005482,South Kesteven 007,E01026293,South Kesteven 007B,930,836,94,10.11
E07000141,South Kesteven,E02005482,South Kesteven 007,E01026294,South Kesteven 007C,660,653,7,1.06
E07000141,South Kesteven,E02005482,South Kesteven 007,E01026316,South Kesteven 007D,1120,,,
E07000141,South Kesteven,E02005482,South Kesteven 007,E01026332,South Kesteven 007E,980,,,
E07000141,South Kesteven,E02005483,South Kesteven 008,E01026290,South Kesteven 008A,970,,,
E07000141,South Kesteven,E02005483,South Kesteven 008,E01026341,South Kesteven 008B,680,510,170,25
E07000141,South Kesteven,E02005483,South Kesteven 008,E01026342,South Kesteven 008C,600,370,230,38.33
E07000141,South Kesteven,E02005483,South Kesteven 008,E01026361,South Kesteven 008D,1230,,,
E07000141,South Kesteven,E02005484,South Kesteven 009,E01026315,South Kesteven 009A,1020,,,
E07000141,South Kesteven,E02005484,South Kesteven 009,E01026331,South Kesteven 009B,1170,630,540,46.15
E07000141,South Kesteven,E02005484,South Kesteven 009,E01026338,South Kesteven 009C,550,166,384,69.82
E07000141,South Kesteven,E02005484,South Kesteven 009,E01026339,South Kesteven 009D,590,464,126,21.36
E07000141,South Kesteven,E02005485,South Kesteven 010,E01026299,South Kesteven 010A,750,738,12,1.6
E07000141,South Kesteven,E02005485,South Kesteven 010,E01026300,South Kesteven 010B,640,606,34,5.31
E07000141,South Kesteven,E02005485,South Kesteven 010,E01026302,South Kesteven 010D,540,536,4,0.74
E07000141,South Kesteven,E02005485,South Kesteven 010,E01034703,South Kesteven 010E,610,595,15,2.46
E07000141,South Kesteven,E02005485,South Kesteven 010,E01034704,South Kesteven 010F,420,547,0,0
E07000141,South Kesteven,E02005485,South Kesteven 010,E01034705,South Kesteven 010G,590,595,0,0
E07000141,South Kesteven,E02005486,South Kesteven 011,E01026296,South Kesteven 011B,670,593,77,11.49
E07000141,South Kesteven,E02005486,South Kesteven 011,E01026297,South Kesteven 011C,650,617,33,5.08
E07000141,South Kesteven,E02005486,South Kesteven 011,E01026298,South Kesteven 011D,1120,983,137,12.23
E07000141,South Kesteven,E02005486,South Kesteven 011,E01032997,South Kesteven 011E,460,459,1,0.22
E07000141,South Kesteven,E02005486,South Kesteven 011,E01032998,South Kesteven 011F,830,808,22,2.65
E07000141,South Kesteven,E02005486,South Kesteven 011,E01032999,South Kesteven 011G,570,559,11,1.93
E07000141,South Kesteven,E02005487,South Kesteven 012,E01026330,South Kesteven 012A,900,,,
E07000141,South Kesteven,E02005487,South Kesteven 012,E01026360,South Kesteven 012B,940,823,117,12.45
E07000141,South Kesteven,E02005487,South Kesteven 012,E01026362,South Kesteven 012C,730,656,74,10.14
E07000141,South Kesteven,E02005487,South Kesteven 012,E01026363,South Kesteven 012D,780,402,378,48.46
E07000141,South Kesteven,E02005487,South Kesteven 012,E01026364,South Kesteven 012E,810,748,62,7.65
E07000141,South Kesteven,E02005488,South Kesteven 013,E01026334,South Kesteven 013A,660,634,26,3.94
E07000141,South Kesteven,E02005488,South Kesteven 013,E01026335,South Kesteven 013B,760,762,0,0
E07000141,South Kesteven,E02005488,South Kesteven 013,E01026336,South Kesteven 013C,760,517,243,31.97
E07000141,South Kesteven,E02005488,South Kesteven 013,E01026337,South Kesteven 013D,950,949,1,0.11
E07000141,South Kesteven,E02005489,South Kesteven 014,E01026303,South Kesteven 014A,530,526,4,0.75
E07000141,South Kesteven,E02005489,South Kesteven 014,E01026304,South Kesteven 014B,650,422,228,35.08
E07000141,South Kesteven,E02005489,South Kesteven 014,E01026305,South Kesteven 014C,610,607,3,0.49
E07000141,South Kesteven,E02005489,South Kesteven 014,E01026306,South Kesteven 014D,830,759,71,8.55
E07000141,South Kesteven,E02005489,South Kesteven 014,E01026307,South Kesteven 014E,570,574,0,0
E07000141,South Kesteven,E02005490,South Kesteven 015,E01026287,South Kesteven 015A,630,598,32,5.08
E07000141,South Kesteven,E02005490,South Kesteven 015,E01026288,South Kesteven 015B,800,756,44,5.5
E07000141,South Kesteven,E02005490,South Kesteven 015,E01026289,South Kesteven 015C,1050,1028,22,2.1
E07000141,South Kesteven,E02005490,South Kesteven 015,E01026346,South Kesteven 015D,520,526,0,0
E07000141,South Kesteven,E02005490,South Kesteven 015,E01026347,South Kesteven 015E,870,749,121,13.91
E07000141,South Kesteven,E02005490,South Kesteven 015,E01026348,South Kesteven 015F,500,491,9,1.8
E07000141,South Kesteven,E02005491,South Kesteven 016,E01026349,South Kesteven 016A,790,706,84,10.63
E07000141,South Kesteven,E02005491,South Kesteven 016,E01026350,South Kesteven 016B,1110,1003,107,9.64
E07000141,South Kesteven,E02005491,South Kesteven 016,E01026351,South Kesteven 016C,1020,933,87,8.53
E07000141,South Kesteven,E02005491,South Kesteven 016,E01026356,South Kesteven 016D,600,588,12,2
E07000141,South Kesteven,E02005491,South Kesteven 016,E01026357,South Kesteven 016E,600,595,5,0.83
E07000141,South Kesteven,E02005491,South Kesteven 016,E01026358,South Kesteven 016F,620,603,17,2.74
E07000141,South Kesteven,E02005491,South Kesteven 016,E01026359,South Kesteven 016G,1010,1083,0,0
E07000142,West Lindsey,E02005492,West Lindsey 001,E01026367,West Lindsey 001A,830,627,203,24.46
E07000142,West Lindsey,E02005492,West Lindsey 001,E01026368,West Lindsey 001B,860,842,18,2.09
E07000142,West Lindsey,E02005492,West Lindsey 001,E01026387,West Lindsey 001C,1160,340,820,70.69
E07000142,West Lindsey,E02005492,West Lindsey 001,E01026416,West Lindsey 001D,580,115,465,80.17
E07000142,West Lindsey,E02005492,West Lindsey 001,E01032683,West Lindsey 001G,1090,931,159,14.59
E07000142,West Lindsey,E02005493,West Lindsey 002,E01026380,West Lindsey 002A,1050,1116,0,0
E07000142,West Lindsey,E02005493,West Lindsey 002,E01026401,West Lindsey 002B,680,522,158,23.24
E07000142,West Lindsey,E02005493,West Lindsey 002,E01026402,West Lindsey 002C,890,835,55,6.18
E07000142,West Lindsey,E02005493,West Lindsey 002,E01026403,West Lindsey 002D,570,117,453,79.47
E07000142,West Lindsey,E02005493,West Lindsey 002,E01026407,West Lindsey 002E,600,12,588,98
E07000142,West Lindsey,E02005493,West Lindsey 002,E01026408,West Lindsey 002F,630,578,52,8.25
E07000142,West Lindsey,E02005494,West Lindsey 003,E01026389,West Lindsey 003A,990,905,85,8.59
E07000142,West Lindsey,E02005494,West Lindsey 003,E01026390,West Lindsey 003B,880,828,52,5.91
E07000142,West Lindsey,E02005494,West Lindsey 003,E01026391,West Lindsey 003C,970,555,415,42.78
E07000142,West Lindsey,E02005494,West Lindsey 003,E01026392,West Lindsey 003D,1360,824,536,39.41
E07000142,West Lindsey,E02005494,West Lindsey 003,E01026415,West Lindsey 003E,530,409,121,22.83
E07000142,West Lindsey,E02005495,West Lindsey 004,E01026378,West Lindsey 004A,790,783,7,0.89
E07000142,West Lindsey,E02005495,West Lindsey 004,E01026379,West Lindsey 004B,860,842,18,2.09
E07000142,West Lindsey,E02005495,West Lindsey 004,E01026381,West Lindsey 004C,910,940,0,0
E07000142,West Lindsey,E02005495,West Lindsey 004,E01026382,West Lindsey 004D,850,802,48,5.65
E07000142,West Lindsey,E02005495,West Lindsey 004,E01026383,West Lindsey 004E,880,815,65,7.39
E07000142,West Lindsey,E02005495,West Lindsey 004,E01026384,West Lindsey 004F,1190,998,192,16.13
E07000142,West Lindsey,E02005496,West Lindsey 005,E01026385,West Lindsey 005A,530,259,271,51.13
E07000142,West Lindsey,E02005496,West Lindsey 005,E01026386,West Lindsey 005B,570,300,270,47.37
E07000142,West Lindsey,E02005496,West Lindsey 005,E01026399,West Lindsey 005C,670,564,106,15.82
E07000142,West Lindsey,E02005496,West Lindsey 005,E01026411,West Lindsey 005D,1120,276,844,75.36
E07000142,West Lindsey,E02005497,West Lindsey 006,E01026374,West Lindsey 006A,670,661,9,1.34
E07000142,West Lindsey,E02005497,West Lindsey 006,E01026375,West Lindsey 006B,900,914,0,0
E07000142,West Lindsey,E02005497,West Lindsey 006,E01026376,West Lindsey 006C,790,723,67,8.48
E07000142,West Lindsey,E02005497,West Lindsey 006,E01026377,West Lindsey 006D,960,922,38,3.96
E07000142,West Lindsey,E02005498,West Lindsey 007,E01026388,West Lindsey 007A,980,732,248,25.31
E07000142,West Lindsey,E02005498,West Lindsey 007,E01026404,West Lindsey 007B,1070,841,229,21.4
E07000142,West Lindsey,E02005498,West Lindsey 007,E01026409,West Lindsey 007C,590,,,
E07000142,West Lindsey,E02005498,West Lindsey 007,E01026410,West Lindsey 007D,820,,,
E07000142,West Lindsey,E02005499,West Lindsey 008,E01026372,West Lindsey 008A,1080,944,136,12.59
E07000142,West Lindsey,E02005499,West Lindsey 008,E01026412,West Lindsey 008B,880,726,154,17.5
E07000142,West Lindsey,E02005499,West Lindsey 008,E01026413,West Lindsey 008C,910,899,11,1.21
E07000142,West Lindsey,E02005499,West Lindsey 008,E01026414,West Lindsey 008D,820,177,643,78.41
E07000142,West Lindsey,E02005500,West Lindsey 009,E01026396,West Lindsey 009A,640,565,75,11.72
E07000142,West Lindsey,E02005500,West Lindsey 009,E01026398,West Lindsey 009C,800,636,164,20.5
E07000142,West Lindsey,E02005500,West Lindsey 009,E01026400,West Lindsey 009D,680,619,61,8.97
E07000142,West Lindsey,E02005500,West Lindsey 009,E01034706,West Lindsey 009E,610,668,0,0
E07000142,West Lindsey,E02005500,West Lindsey 009,E01034707,West Lindsey 009F,680,391,289,42.5
E07000142,West Lindsey,E02005501,West Lindsey 010,E01026393,West Lindsey 010A,700,697,3,0.43
E07000142,West Lindsey,E02005501,West Lindsey 010,E01026394,West Lindsey 010B,980,1018,0,0
E07000142,West Lindsey,E02005501,West Lindsey 010,E01026395,West Lindsey 010C,740,740,0,0
E07000142,West Lindsey,E02005501,West Lindsey 010,E01026405,West Lindsey 010D,580,601,0,0
E07000142,West Lindsey,E02005501,West Lindsey 010,E01026406,West Lindsey 010E,540,494,46,8.52
E07000142,West Lindsey,E02005502,West Lindsey 011,E01026366,West Lindsey 011A,1130,713,417,36.9
E07000142,West Lindsey,E02005502,West Lindsey 011,E01026369,West Lindsey 011B,620,582,38,6.13
E07000142,West Lindsey,E02005502,West Lindsey 011,E01026370,West Lindsey 011C,1170,1135,35,2.99
E07000142,West Lindsey,E02005502,West Lindsey 011,E01026371,West Lindsey 011D,540,532,8,1.48
E07000142,West Lindsey,E02005502,West Lindsey 011,E01026373,West Lindsey 011E,950,410,540,56.84
