Local authority code,Local authority,MSOA code,Middle layer super output area,LSOA code,Lower layer super output area,"Number of 
domestic 
properties","Number of 
domestic 
gas meters","Estimated number 
of properties not 
on the gas grid","Estimated percentage
of properties not 
on the gas grid"
E07000136,Boston,E02006864,Boston 008,E01026040,Boston 008E,660,714,0,0
E07000136,Boston,E02006865,Boston 009,E01026031,Boston 009B,710,754,0,0
E07000136,Boston,E02006865,Boston 009,E01026035,Boston 009C,1070,1085,0,0
E07000136,Boston,E02006865,Boston 009,E01026039,Boston 009D,520,520,0,0
E07000136,Boston,E02006865,Boston 009,E01034683,Boston 009E,570,505,65,11.4
E07000136,Boston,E02006865,Boston 009,E01034684,Boston 009F,570,624,0,0
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026045,East Lindsey 001A,920,377,543,59.02
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026061,East Lindsey 001B,510,502,8,1.57
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026062,East Lindsey 001C,530,487,43,8.11
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026063,East Lindsey 001D,710,698,12,1.69
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026080,East Lindsey 001E,950,16,934,98.32
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026106,East Lindsey 001F,540,551,0,0
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026107,East Lindsey 001G,540,160,380,70.37
E07000137,East Lindsey,E02005425,East Lindsey 002,E01026058,East Lindsey 002A,1040,711,329,31.63
E07000137,East Lindsey,E02005425,East Lindsey 002,E01026076,East Lindsey 002B,1020,,,
E07000137,East Lindsey,E02005425,East Lindsey 002,E01026079,East Lindsey 002C,910,,,
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026077,East Lindsey 003A,650,712,0,0
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026078,East Lindsey 003B,500,477,23,4.6
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026087,East Lindsey 003C,630,638,0,0
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026088,East Lindsey 003D,650,618,32,4.92
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026090,East Lindsey 003E,560,561,0,0
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026091,East Lindsey 003F,540,549,0,0
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026108,East Lindsey 003G,1160,1154,6,0.52
E07000137,East Lindsey,E02005427,East Lindsey 004,E01026081,East Lindsey 004A,1350,1285,65,4.81
E07000137,East Lindsey,E02005427,East Lindsey 004,E01026089,East Lindsey 004C,1050,1011,39,3.71
E07000137,East Lindsey,E02005427,East Lindsey 004,E01032986,East Lindsey 004D,640,600,40,6.25
E07000137,East Lindsey,E02005427,East Lindsey 004,E01032987,East Lindsey 004E,750,704,46,6.13
E07000137,East Lindsey,E02005428,East Lindsey 005,E01026072,East Lindsey 005A,1090,1050,40,3.67
E07000137,East Lindsey,E02005428,East Lindsey 005,E01026073,East Lindsey 005B,1090,1012,78,7.16
E07000137,East Lindsey,E02005428,East Lindsey 005,E01026074,East Lindsey 005C,1220,951,269,22.05
E07000137,East Lindsey,E02005428,East Lindsey 005,E01026099,East Lindsey 005D,990,51,939,94.85
E07000137,East Lindsey,E02005429,East Lindsey 006,E01026103,East Lindsey 006A,1100,1032,68,6.18
E07000137,East Lindsey,E02005429,East Lindsey 006,E01026104,East Lindsey 006B,1280,1223,57,4.45
E07000137,East Lindsey,E02005429,East Lindsey 006,E01026109,East Lindsey 006C,1320,1107,213,16.14
E07000137,East Lindsey,E02005430,East Lindsey 007,E01026071,East Lindsey 007A,1010,,,
E07000137,East Lindsey,E02005430,East Lindsey 007,E01026082,East Lindsey 007B,1070,260,810,75.7
E07000137,East Lindsey,E02005430,East Lindsey 007,E01026121,East Lindsey 007C,1230,,,
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026042,East Lindsey 008A,810,798,12,1.48
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026043,East Lindsey 008B,850,876,0,0
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026044,East Lindsey 008C,670,281,389,58.06
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026113,East Lindsey 008D,980,47,933,95.2
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026117,East Lindsey 008E,920,149,771,83.8
E07000137,East Lindsey,E02005432,East Lindsey 009,E01026060,East Lindsey 009A,620,,,
E07000137,East Lindsey,E02005432,East Lindsey 009,E01026068,East Lindsey 009B,1030,275,755,73.3
E07000137,East Lindsey,E02005432,East Lindsey 009,E01026070,East Lindsey 009C,970,520,450,46.39
E07000137,East Lindsey,E02005432,East Lindsey 009,E01026105,East Lindsey 009D,1080,157,923,85.46
E07000137,East Lindsey,E02005433,East Lindsey 010,E01026048,East Lindsey 010A,960,,,
E07000137,East Lindsey,E02005433,East Lindsey 010,E01026049,East Lindsey 010B,980,,,
E07000137,East Lindsey,E02005433,East Lindsey 010,E01026050,East Lindsey 010C,960,,,
E07000137,East Lindsey,E02005433,East Lindsey 010,E01026069,East Lindsey 010D,1200,513,687,57.25
E07000137,East Lindsey,E02005434,East Lindsey 011,E01026064,East Lindsey 011A,750,720,30,4
E07000137,East Lindsey,E02005434,East Lindsey 011,E01026065,East Lindsey 011B,980,921,59,6.02
E07000137,East Lindsey,E02005434,East Lindsey 011,E01026066,East Lindsey 011C,990,924,66,6.67
E07000137,East Lindsey,E02005434,East Lindsey 011,E01026067,East Lindsey 011D,1010,923,87,8.61
E07000137,East Lindsey,E02005435,East Lindsey 012,E01026084,East Lindsey 012A,790,634,156,19.75
E07000137,East Lindsey,E02005435,East Lindsey 012,E01026115,East Lindsey 012C,880,592,288,32.73
E07000137,East Lindsey,E02005435,East Lindsey 012,E01026116,East Lindsey 012D,780,746,34,4.36
E07000137,East Lindsey,E02005435,East Lindsey 012,E01034685,East Lindsey 012E,700,522,178,25.43
E07000137,East Lindsey,E02005435,East Lindsey 012,E01034686,East Lindsey 012F,760,649,111,14.61
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026046,East Lindsey 013A,590,480,110,18.64
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026047,East Lindsey 013B,650,543,107,16.46
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026055,East Lindsey 013C,520,,,
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026059,East Lindsey 013D,510,,,
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026100,East Lindsey 013E,920,882,38,4.13
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026101,East Lindsey 013F,650,622,28,4.31
E07000137,East Lindsey,E02005437,East Lindsey 014,E01026092,East Lindsey 014A,690,552,138,20
E07000137,East Lindsey,E02005437,East Lindsey 014,E01026093,East Lindsey 014B,1070,768,302,28.22
E07000137,East Lindsey,E02005437,East Lindsey 014,E01026095,East Lindsey 014C,680,551,129,18.97
E07000137,East Lindsey,E02005437,East Lindsey 014,E01026114,East Lindsey 014D,940,706,234,24.89
E07000137,East Lindsey,E02005438,East Lindsey 015,E01026083,East Lindsey 015A,840,754,86,10.24
E07000137,East Lindsey,E02005438,East Lindsey 015,E01026094,East Lindsey 015B,1080,1014,66,6.11
E07000137,East Lindsey,E02005438,East Lindsey 015,E01026096,East Lindsey 015C,660,606,54,8.18
E07000137,East Lindsey,E02005438,East Lindsey 015,E01026097,East Lindsey 015D,790,738,52,6.58
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026051,East Lindsey 016A,610,521,89,14.59
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026052,East Lindsey 016B,1080,603,477,44.17
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026053,East Lindsey 016C,810,520,290,35.8
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026054,East Lindsey 016D,800,503,297,37.13
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026118,East Lindsey 016E,870,876,0,0
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026119,East Lindsey 016F,550,392,158,28.73
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026120,East Lindsey 016G,800,712,88,11
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026056,East Lindsey 017A,580,35,545,93.97
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026110,East Lindsey 017B,700,,,
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026111,East Lindsey 017C,690,,,
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026112,East Lindsey 017D,570,,,
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026057,East Lindsey 018A,890,,,
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026075,East Lindsey 018B,1000,,,
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026098,East Lindsey 018C,930,624,306,32.9
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026102,East Lindsey 018D,1020,,,
E07000138,Lincoln,E02005442,Lincoln 001,E01026149,Lincoln 001A,840,835,5,0.6
E07000138,Lincoln,E02005442,Lincoln 001,E01026150,Lincoln 001B,900,884,16,1.78
E07000138,Lincoln,E02005442,Lincoln 001,E01026166,Lincoln 001C,600,628,0,0
E07000138,Lincoln,E02005442,Lincoln 001,E01026168,Lincoln 001D,730,725,5,0.68
E07000138,Lincoln,E02005443,Lincoln 002,E01026153,Lincoln 002A,1150,988,162,14.09
E07000138,Lincoln,E02005443,Lincoln 002,E01026155,Lincoln 002B,780,764,16,2.05
E07000138,Lincoln,E02005443,Lincoln 002,E01026157,Lincoln 002C,690,642,48,6.96
E07000138,Lincoln,E02005443,Lincoln 002,E01026165,Lincoln 002D,820,791,29,3.54
E07000138,Lincoln,E02005444,Lincoln 003,E01026125,Lincoln 003A,530,512,18,3.4
E07000138,Lincoln,E02005444,Lincoln 003,E01026144,Lincoln 003B,930,911,19,2.04
E07000138,Lincoln,E02005444,Lincoln 003,E01026147,Lincoln 003C,1120,1073,47,4.2
E07000138,Lincoln,E02005444,Lincoln 003,E01026148,Lincoln 003D,1080,1090,0,0
E07000138,Lincoln,E02005444,Lincoln 003,E01026151,Lincoln 003E,990,874,116,11.72
E07000138,Lincoln,E02005444,Lincoln 003,E01026164,Lincoln 003F,610,594,16,2.62
E07000138,Lincoln,E02005444,Lincoln 003,E01026167,Lincoln 003G,940,806,134,14.26
E07000138,Lincoln,E02005445,Lincoln 004,E01026122,Lincoln 004A,910,750,160,17.58
E07000138,Lincoln,E02005445,Lincoln 004,E01026123,Lincoln 004B,1160,1042,118,10.17
E07000138,Lincoln,E02005445,Lincoln 004,E01026124,Lincoln 004C,780,765,15,1.92
E07000138,Lincoln,E02005445,Lincoln 004,E01026126,Lincoln 004D,1020,778,242,23.73
E07000138,Lincoln,E02005445,Lincoln 004,E01026152,Lincoln 004E,590,592,0,0
E07000138,Lincoln,E02005445,Lincoln 004,E01026154,Lincoln 004F,530,534,0,0
E07000138,Lincoln,E02005445,Lincoln 004,E01026156,Lincoln 004G,500,482,18,3.6
E07000138,Lincoln,E02005446,Lincoln 005,E01026132,Lincoln 005A,1150,517,633,55.04
E07000138,Lincoln,E02005446,Lincoln 005,E01026145,Lincoln 005C,690,638,52,7.54
E07000138,Lincoln,E02005446,Lincoln 005,E01026146,Lincoln 005D,890,696,194,21.8
E07000138,Lincoln,E02005446,Lincoln 005,E01034687,Lincoln 005E,490,491,0,0
E07000138,Lincoln,E02005446,Lincoln 005,E01034688,Lincoln 005F,680,455,225,33.09
E07000138,Lincoln,E02005447,Lincoln 006,E01026134,Lincoln 006A,960,792,168,17.5
E07000138,Lincoln,E02005447,Lincoln 006,E01026176,Lincoln 006B,1120,938,182,16.25
E07000138,Lincoln,E02005447,Lincoln 006,E01026177,Lincoln 006C,900,842,58,6.44
E07000138,Lincoln,E02005447,Lincoln 006,E01026178,Lincoln 006D,840,804,36,4.29
E07000138,Lincoln,E02005448,Lincoln 007,E01026127,Lincoln 007A,670,653,17,2.54
E07000138,Lincoln,E02005448,Lincoln 007,E01026129,Lincoln 007C,740,669,71,9.59
E07000138,Lincoln,E02005448,Lincoln 007,E01026131,Lincoln 007D,630,624,6,0.95
E07000138,Lincoln,E02005448,Lincoln 007,E01034689,Lincoln 007E,510,506,4,0.78
E07000138,Lincoln,E02005448,Lincoln 007,E01034690,Lincoln 007F,740,748,0,0
E07000138,Lincoln,E02005449,Lincoln 008,E01026135,Lincoln 008B,780,773,7,0.9
E07000138,Lincoln,E02005449,Lincoln 008,E01026136,Lincoln 008C,780,815,0,0
E07000138,Lincoln,E02005449,Lincoln 008,E01026174,Lincoln 008D,700,647,53,7.57
E07000138,Lincoln,E02005449,Lincoln 008,E01034691,Lincoln 008E,1350,297,1053,78
E07000138,Lincoln,E02005449,Lincoln 008,E01034692,Lincoln 008F,630,625,5,0.79
E07000138,Lincoln,E02005450,Lincoln 009,E01026130,Lincoln 009A,640,633,7,1.09
E07000138,Lincoln,E02005450,Lincoln 009,E01026158,Lincoln 009B,680,654,26,3.82
E07000138,Lincoln,E02005450,Lincoln 009,E01026159,Lincoln 009C,690,618,72,10.43
E07000138,Lincoln,E02005450,Lincoln 009,E01026160,Lincoln 009D,630,623,7,1.11
E07000138,Lincoln,E02005450,Lincoln 009,E01026162,Lincoln 009E,650,608,42,6.46
E07000138,Lincoln,E02005450,Lincoln 009,E01026163,Lincoln 009F,620,634,0,0
E07000138,Lincoln,E02005451,Lincoln 010,E01026161,Lincoln 010A,700,664,36,5.14
E07000138,Lincoln,E02005451,Lincoln 010,E01026170,Lincoln 010B,670,657,13,1.94
E07000138,Lincoln,E02005451,Lincoln 010,E01026172,Lincoln 010C,660,654,6,0.91
E07000138,Lincoln,E02005451,Lincoln 010,E01026173,Lincoln 010D,720,718,2,0.28
E07000138,Lincoln,E02005451,Lincoln 010,E01026175,Lincoln 010E,1020,870,150,14.71
E07000138,Lincoln,E02005452,Lincoln 011,E01026137,Lincoln 011A,490,483,7,1.43
E07000138,Lincoln,E02005452,Lincoln 011,E01026138,Lincoln 011B,640,647,0,0
E07000138,Lincoln,E02005452,Lincoln 011,E01026139,Lincoln 011C,560,554,6,1.07
E07000138,Lincoln,E02005452,Lincoln 011,E01026140,Lincoln 011D,650,611,39,6
E07000138,Lincoln,E02005452,Lincoln 011,E01026141,Lincoln 011E,630,615,15,2.38
E07000138,Lincoln,E02005452,Lincoln 011,E01026142,Lincoln 011F,510,513,0,0
E07000138,Lincoln,E02005452,Lincoln 011,E01026169,Lincoln 011G,780,745,35,4.49
E07000138,Lincoln,E02005452,Lincoln 011,E01026171,Lincoln 011H,660,665,0,0
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026186,North Kesteven 001A,740,743,0,0
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026187,North Kesteven 001B,790,755,35,4.43
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026189,North Kesteven 001C,850,825,25,2.94
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026203,North Kesteven 001D,930,863,67,7.2
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026204,North Kesteven 001E,750,756,0,0
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026206,North Kesteven 001F,790,731,59,7.47
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026182,North Kesteven 003B,660,,,
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026193,North Kesteven 003C,680,5,675,99.26
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026199,North Kesteven 003D,1050,6,1044,99.43
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026225,North Kesteven 003E,760,650,110,14.47
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026226,North Kesteven 003F,850,837,13,1.53
E07000139,North Kesteven,E02005455,North Kesteven 003,E01032994,North Kesteven 003H,640,493,147,22.97
E07000139,North Kesteven,E02005455,North Kesteven 003,E01034693,North Kesteven 003I,650,452,198,30.46
E07000139,North Kesteven,E02005455,North Kesteven 003,E01034694,North Kesteven 003J,740,719,21,2.84
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026184,North Kesteven 004A,610,748,0,0
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026185,North Kesteven 004B,1030,1033,0,0
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026188,North Kesteven 004C,1090,1085,5,0.46
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026190,North Kesteven 004D,780,826,0,0
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026237,North Kesteven 004E,510,506,4,0.78
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026238,North Kesteven 004F,620,658,0,0
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026191,North Kesteven 005A,790,367,423,53.54
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026205,North Kesteven 005B,770,658,112,14.55
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026211,North Kesteven 005C,830,99,731,88.07
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026212,North Kesteven 005D,700,632,68,9.71
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026213,North Kesteven 005E,830,796,34,4.1
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026192,North Kesteven 006A,560,,,
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026194,North Kesteven 006B,950,938,12,1.26
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026195,North Kesteven 006C,820,663,157,19.15
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026196,North Kesteven 006D,700,135,565,80.71
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026180,North Kesteven 007A,650,377,273,42
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026183,North Kesteven 007B,1200,,,
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026210,North Kesteven 007C,1060,,,
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026224,North Kesteven 007D,810,770,40,4.94
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026179,North Kesteven 008A,510,245,265,51.96
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026197,North Kesteven 008B,660,514,146,22.12
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026198,North Kesteven 008C,550,527,23,4.18
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026223,North Kesteven 008D,920,906,14,1.52
E07000139,North Kesteven,E02005461,North Kesteven 009,E01026209,North Kesteven 009A,990,670,320,32.32
E07000139,North Kesteven,E02005461,North Kesteven 009,E01026221,North Kesteven 009B,1130,,,
E07000139,North Kesteven,E02005461,North Kesteven 009,E01026222,North Kesteven 009C,930,835,95,10.22
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026227,North Kesteven 010A,830,688,142,17.11
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026230,North Kesteven 010B,720,763,0,0
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026231,North Kesteven 010C,1150,1165,0,0
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026232,North Kesteven 010D,1110,1035,75,6.76
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026235,North Kesteven 010E,810,706,104,12.84
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026228,North Kesteven 011A,750,739,11,1.47
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026229,North Kesteven 011B,750,719,31,4.13
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026233,North Kesteven 011C,760,739,21,2.76
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026236,North Kesteven 011E,570,524,46,8.07
E07000139,North Kesteven,E02005463,North Kesteven 011,E01034695,North Kesteven 011F,740,738,2,0.27
E07000139,North Kesteven,E02005463,North Kesteven 011,E01034696,North Kesteven 011G,630,643,0,0
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026200,North Kesteven 012A,760,706,54,7.11
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026201,North Kesteven 012B,900,328,572,63.56
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026202,North Kesteven 012C,990,964,26,2.63
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026207,North Kesteven 012D,570,,,
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026208,North Kesteven 012E,670,332,338,50.45
E07000139,North Kesteven,E02006866,North Kesteven 013,E01026220,North Kesteven 013A,1090,1082,8,0.73
E07000139,North Kesteven,E02006866,North Kesteven 013,E01032988,North Kesteven 013B,770,756,14,1.82
E07000139,North Kesteven,E02006866,North Kesteven 013,E01032989,North Kesteven 013C,800,780,20,2.5
E07000139,North Kesteven,E02006866,North Kesteven 013,E01032993,North Kesteven 013D,1080,1043,37,3.43
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026214,North Kesteven 014A,530,522,8,1.51
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026215,North Kesteven 014B,490,490,0,0
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026218,North Kesteven 014C,570,477,93,16.32
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026219,North Kesteven 014D,530,491,39,7.36
E07000139,North Kesteven,E02006867,North Kesteven 014,E01032991,North Kesteven 014E,1030,1054,0,0
E07000139,North Kesteven,E02006867,North Kesteven 014,E01032992,North Kesteven 014F,740,700,40,5.41
E07000140,South Holland,E02005465,South Holland 001,E01026242,South Holland 001A,790,543,247,31.27
E07000140,South Holland,E02005465,South Holland 001,E01026243,South Holland 001B,610,488,122,20
E07000140,South Holland,E02005465,South Holland 001,E01026244,South Holland 001C,560,308,252,45
E07000140,South Holland,E02005465,South Holland 001,E01026247,South Holland 001D,860,565,295,34.3
E07000140,South Holland,E02005465,South Holland 001,E01026276,South Holland 001E,1050,358,692,65.9
E07000140,South Holland,E02005466,South Holland 002,E01026246,South Holland 002A,990,330,660,66.67
E07000140,South Holland,E02005466,South Holland 002,E01026248,South Holland 002B,980,124,856,87.35
E07000140,South Holland,E02005466,South Holland 002,E01026257,South Holland 002C,1000,851,149,14.9
E07000140,South Holland,E02005467,South Holland 003,E01026250,South Holland 003A,1060,1032,28,2.64
E07000140,South Holland,E02005467,South Holland 003,E01026251,South Holland 003B,850,887,0,0
E07000140,South Holland,E02005467,South Holland 003,E01026252,South Holland 003C,840,838,2,0.24
E07000140,South Holland,E02005467,South Holland 003,E01026253,South Holland 003D,880,865,15,1.7
E07000140,South Holland,E02005468,South Holland 004,E01026281,South Holland 004A,570,304,266,46.67
E07000140,South Holland,E02005468,South Holland 004,E01026282,South Holland 004B,790,499,291,36.84
E07000140,South Holland,E02005468,South Holland 004,E01026283,South Holland 004C,770,321,449,58.31
E07000140,South Holland,E02005468,South Holland 004,E01026285,South Holland 004D,640,326,314,49.06
E07000140,South Holland,E02005468,South Holland 004,E01026286,South Holland 004E,530,274,256,48.3
E07000140,South Holland,E02005469,South Holland 005,E01026241,South Holland 005A,800,71,729,91.13
E07000140,South Holland,E02005469,South Holland 005,E01026258,South Holland 005B,970,1028,0,0
E07000140,South Holland,E02005469,South Holland 005,E01026259,South Holland 005C,710,75,635,89.44
E07000140,South Holland,E02005469,South Holland 005,E01026260,South Holland 005D,910,861,49,5.38
E07000140,South Holland,E02005470,South Holland 006,E01026266,South Holland 006B,1100,954,146,13.27
E07000140,South Holland,E02005470,South Holland 006,E01026273,South Holland 006C,800,775,25,3.13
E07000140,South Holland,E02005470,South Holland 006,E01026275,South Holland 006E,1100,1117,0,0
E07000140,South Holland,E02005470,South Holland 006,E01032995,South Holland 006F,760,601,159,20.92
E07000140,South Holland,E02005470,South Holland 006,E01032996,South Holland 006G,580,563,17,2.93
E07000140,South Holland,E02005470,South Holland 006,E01034697,South Holland 006H,670,675,0,0
E07000140,South Holland,E02005470,South Holland 006,E01034698,South Holland 006I,600,611,0,0
E07000140,South Holland,E02005471,South Holland 007,E01026268,South Holland 007A,920,860,60,6.52
E07000140,South Holland,E02005471,South Holland 007,E01026269,South Holland 007B,1000,944,56,5.6
E07000140,South Holland,E02005471,South Holland 007,E01026270,South Holland 007C,790,661,129,16.33
E07000140,South Holland,E02005471,South Holland 007,E01026271,South Holland 007D,720,716,4,0.56
E07000140,South Holland,E02005471,South Holland 007,E01026272,South Holland 007E,610,597,13,2.13
E07000140,South Holland,E02005472,South Holland 008,E01026254,South Holland 008A,860,265,595,69.19
E07000140,South Holland,E02005472,South Holland 008,E01026255,South Holland 008B,950,867,83,8.74
E07000140,South Holland,E02005472,South Holland 008,E01026256,South Holland 008C,750,536,214,28.53
E07000140,South Holland,E02005472,South Holland 008,E01026277,South Holland 008D,770,689,81,10.52
E07000140,South Holland,E02005472,South Holland 008,E01026278,South Holland 008E,670,404,266,39.7
E07000140,South Holland,E02005472,South Holland 008,E01026279,South Holland 008F,650,605,45,6.92
E07000140,South Holland,E02005473,South Holland 009,E01026262,South Holland 009A,690,666,24,3.48
E07000140,South Holland,E02005473,South Holland 009,E01026263,South Holland 009B,970,1030,0,0
