Local authority code,Local authority,MSOA code,Middle layer super output area,LSOA code,Lower layer super output area,"Number of 
domestic 
properties","Number of 
domestic 
gas meters","Estimated number 
of properties not 
on the gas grid","Estimated percentage
of properties not 
on the gas grid"
E07000137,East Lindsey,E02005438,East Lindsey 015,E01026096,East Lindsey 015C,650,603,47,7.23
E07000137,East Lindsey,E02005438,East Lindsey 015,E01026097,East Lindsey 015D,790,735,55,6.96
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026051,East Lindsey 016A,550,471,79,14.36
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026052,East Lindsey 016B,1000,565,435,43.5
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026053,East Lindsey 016C,800,517,283,35.38
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026054,East Lindsey 016D,820,494,326,39.76
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026118,East Lindsey 016E,850,814,36,4.24
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026119,East Lindsey 016F,540,395,145,26.85
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026120,East Lindsey 016G,800,715,85,10.62
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026056,East Lindsey 017A,580,34,546,94.14
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026110,East Lindsey 017B,690,,,
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026111,East Lindsey 017C,690,,,
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026112,East Lindsey 017D,570,,,
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026057,East Lindsey 018A,870,,,
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026075,East Lindsey 018B,990,,,
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026098,East Lindsey 018C,920,607,313,34.02
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026102,East Lindsey 018D,1010,,,
E07000138,Lincoln,E02005442,Lincoln 001,E01026149,Lincoln 001A,850,845,5,0.59
E07000138,Lincoln,E02005442,Lincoln 001,E01026150,Lincoln 001B,900,896,4,0.44
E07000138,Lincoln,E02005442,Lincoln 001,E01026166,Lincoln 001C,580,582,0,0
E07000138,Lincoln,E02005442,Lincoln 001,E01026168,Lincoln 001D,640,659,0,0
E07000138,Lincoln,E02005443,Lincoln 002,E01026153,Lincoln 002A,1150,972,178,15.48
E07000138,Lincoln,E02005443,Lincoln 002,E01026155,Lincoln 002B,780,738,42,5.38
E07000138,Lincoln,E02005443,Lincoln 002,E01026157,Lincoln 002C,680,635,45,6.62
E07000138,Lincoln,E02005443,Lincoln 002,E01026165,Lincoln 002D,750,738,12,1.6
E07000138,Lincoln,E02005444,Lincoln 003,E01026125,Lincoln 003A,530,510,20,3.77
E07000138,Lincoln,E02005444,Lincoln 003,E01026144,Lincoln 003B,930,873,57,6.13
E07000138,Lincoln,E02005444,Lincoln 003,E01026147,Lincoln 003C,1120,1067,53,4.73
E07000138,Lincoln,E02005444,Lincoln 003,E01026148,Lincoln 003D,1080,1087,0,0
E07000138,Lincoln,E02005444,Lincoln 003,E01026151,Lincoln 003E,980,878,102,10.41
E07000138,Lincoln,E02005444,Lincoln 003,E01026164,Lincoln 003F,610,589,21,3.44
E07000138,Lincoln,E02005444,Lincoln 003,E01026167,Lincoln 003G,950,802,148,15.58
E07000138,Lincoln,E02005445,Lincoln 004,E01026122,Lincoln 004A,900,745,155,17.22
E07000138,Lincoln,E02005445,Lincoln 004,E01026123,Lincoln 004B,1110,1027,83,7.48
E07000138,Lincoln,E02005445,Lincoln 004,E01026124,Lincoln 004C,770,740,30,3.9
E07000138,Lincoln,E02005445,Lincoln 004,E01026126,Lincoln 004D,1010,773,237,23.47
E07000138,Lincoln,E02005445,Lincoln 004,E01026152,Lincoln 004E,590,589,1,0.17
E07000138,Lincoln,E02005445,Lincoln 004,E01026154,Lincoln 004F,530,537,0,0
E07000138,Lincoln,E02005445,Lincoln 004,E01026156,Lincoln 004G,500,483,17,3.4
E07000138,Lincoln,E02005446,Lincoln 005,E01026132,Lincoln 005A,1020,500,520,50.98
E07000138,Lincoln,E02005446,Lincoln 005,E01026145,Lincoln 005C,690,640,50,7.25
E07000138,Lincoln,E02005446,Lincoln 005,E01026146,Lincoln 005D,880,692,188,21.36
E07000138,Lincoln,E02005446,Lincoln 005,E01034687,Lincoln 005E,490,470,20,4.08
E07000138,Lincoln,E02005446,Lincoln 005,E01034688,Lincoln 005F,560,417,143,25.54
E07000138,Lincoln,E02005447,Lincoln 006,E01026134,Lincoln 006A,900,789,111,12.33
E07000138,Lincoln,E02005447,Lincoln 006,E01026176,Lincoln 006B,1100,914,186,16.91
E07000138,Lincoln,E02005447,Lincoln 006,E01026177,Lincoln 006C,900,843,57,6.33
E07000138,Lincoln,E02005447,Lincoln 006,E01026178,Lincoln 006D,830,783,47,5.66
E07000138,Lincoln,E02005448,Lincoln 007,E01026127,Lincoln 007A,670,656,14,2.09
E07000138,Lincoln,E02005448,Lincoln 007,E01026129,Lincoln 007C,740,669,71,9.59
E07000138,Lincoln,E02005448,Lincoln 007,E01026131,Lincoln 007D,630,618,12,1.9
E07000138,Lincoln,E02005448,Lincoln 007,E01034689,Lincoln 007E,510,507,3,0.59
E07000138,Lincoln,E02005448,Lincoln 007,E01034690,Lincoln 007F,740,743,0,0
E07000138,Lincoln,E02005449,Lincoln 008,E01026135,Lincoln 008B,740,760,0,0
E07000138,Lincoln,E02005449,Lincoln 008,E01026136,Lincoln 008C,700,756,0,0
E07000138,Lincoln,E02005449,Lincoln 008,E01026174,Lincoln 008D,700,642,58,8.29
E07000138,Lincoln,E02005449,Lincoln 008,E01034691,Lincoln 008E,1290,294,996,77.21
E07000138,Lincoln,E02005449,Lincoln 008,E01034692,Lincoln 008F,620,578,42,6.77
E07000138,Lincoln,E02005450,Lincoln 009,E01026130,Lincoln 009A,640,637,3,0.47
E07000138,Lincoln,E02005450,Lincoln 009,E01026158,Lincoln 009B,680,650,30,4.41
E07000138,Lincoln,E02005450,Lincoln 009,E01026159,Lincoln 009C,690,614,76,11.01
E07000138,Lincoln,E02005450,Lincoln 009,E01026160,Lincoln 009D,630,624,6,0.95
E07000138,Lincoln,E02005450,Lincoln 009,E01026162,Lincoln 009E,650,612,38,5.85
E07000138,Lincoln,E02005450,Lincoln 009,E01026163,Lincoln 009F,620,634,0,0
E07000138,Lincoln,E02005451,Lincoln 010,E01026161,Lincoln 010A,700,656,44,6.29
E07000138,Lincoln,E02005451,Lincoln 010,E01026170,Lincoln 010B,660,653,7,1.06
E07000138,Lincoln,E02005451,Lincoln 010,E01026172,Lincoln 010C,600,590,10,1.67
E07000138,Lincoln,E02005451,Lincoln 010,E01026173,Lincoln 010D,720,718,2,0.28
E07000138,Lincoln,E02005451,Lincoln 010,E01026175,Lincoln 010E,1010,855,155,15.35
E07000138,Lincoln,E02005452,Lincoln 011,E01026137,Lincoln 011A,490,484,6,1.22
E07000138,Lincoln,E02005452,Lincoln 011,E01026138,Lincoln 011B,640,640,0,0
E07000138,Lincoln,E02005452,Lincoln 011,E01026139,Lincoln 011C,560,557,3,0.54
E07000138,Lincoln,E02005452,Lincoln 011,E01026140,Lincoln 011D,650,611,39,6
E07000138,Lincoln,E02005452,Lincoln 011,E01026141,Lincoln 011E,620,612,8,1.29
E07000138,Lincoln,E02005452,Lincoln 011,E01026142,Lincoln 011F,510,514,0,0
E07000138,Lincoln,E02005452,Lincoln 011,E01026169,Lincoln 011G,780,739,41,5.26
E07000138,Lincoln,E02005452,Lincoln 011,E01026171,Lincoln 011H,660,659,1,0.15
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026186,North Kesteven 001A,730,736,0,0
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026187,North Kesteven 001B,780,754,26,3.33
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026189,North Kesteven 001C,840,823,17,2.02
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026203,North Kesteven 001D,890,823,67,7.53
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026204,North Kesteven 001E,750,745,5,0.67
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026206,North Kesteven 001F,790,718,72,9.11
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026182,North Kesteven 003B,660,,,
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026193,North Kesteven 003C,670,5,665,99.25
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026199,North Kesteven 003D,1000,6,994,99.4
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026225,North Kesteven 003E,740,622,118,15.95
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026226,North Kesteven 003F,850,824,26,3.06
E07000139,North Kesteven,E02005455,North Kesteven 003,E01032994,North Kesteven 003H,590,440,150,25.42
E07000139,North Kesteven,E02005455,North Kesteven 003,E01034693,North Kesteven 003I,540,435,105,19.44
E07000139,North Kesteven,E02005455,North Kesteven 003,E01034694,North Kesteven 003J,740,721,19,2.57
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026184,North Kesteven 004A,550,531,19,3.45
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026185,North Kesteven 004B,980,984,0,0
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026188,North Kesteven 004C,1090,1080,10,0.92
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026190,North Kesteven 004D,680,682,0,0
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026237,North Kesteven 004E,510,507,3,0.59
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026238,North Kesteven 004F,560,568,0,0
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026191,North Kesteven 005A,720,292,428,59.44
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026205,North Kesteven 005B,710,637,73,10.28
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026211,North Kesteven 005C,810,99,711,87.78
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026212,North Kesteven 005D,700,630,70,10
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026213,North Kesteven 005E,830,789,41,4.94
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026192,North Kesteven 006A,540,,,
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026194,North Kesteven 006B,870,801,69,7.93
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026195,North Kesteven 006C,810,646,164,20.25
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026196,North Kesteven 006D,700,129,571,81.57
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026180,North Kesteven 007A,640,349,291,45.47
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026183,North Kesteven 007B,1190,,,
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026210,North Kesteven 007C,1040,,,
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026224,North Kesteven 007D,800,762,38,4.75
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026179,North Kesteven 008A,510,238,272,53.33
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026197,North Kesteven 008B,650,501,149,22.92
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026198,North Kesteven 008C,550,527,23,4.18
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026223,North Kesteven 008D,920,905,15,1.63
E07000139,North Kesteven,E02005461,North Kesteven 009,E01026209,North Kesteven 009A,990,656,334,33.74
E07000139,North Kesteven,E02005461,North Kesteven 009,E01026221,North Kesteven 009B,1120,,,
E07000139,North Kesteven,E02005461,North Kesteven 009,E01026222,North Kesteven 009C,860,828,32,3.72
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026227,North Kesteven 010A,820,674,146,17.8
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026230,North Kesteven 010B,580,626,0,0
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026231,North Kesteven 010C,1130,1111,19,1.68
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026232,North Kesteven 010D,1110,1036,74,6.67
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026235,North Kesteven 010E,780,691,89,11.41
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026228,North Kesteven 011A,680,712,0,0
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026229,North Kesteven 011B,660,710,0,0
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026233,North Kesteven 011C,760,740,20,2.63
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026236,North Kesteven 011E,570,531,39,6.84
E07000139,North Kesteven,E02005463,North Kesteven 011,E01034695,North Kesteven 011F,710,709,1,0.14
E07000139,North Kesteven,E02005463,North Kesteven 011,E01034696,North Kesteven 011G,620,613,7,1.13
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026200,North Kesteven 012A,710,603,107,15.07
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026201,North Kesteven 012B,890,327,563,63.26
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026202,North Kesteven 012C,960,961,0,0
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026207,North Kesteven 012D,560,,,
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026208,North Kesteven 012E,660,336,324,49.09
E07000139,North Kesteven,E02006866,North Kesteven 013,E01026220,North Kesteven 013A,1080,1070,10,0.93
E07000139,North Kesteven,E02006866,North Kesteven 013,E01032988,North Kesteven 013B,760,706,54,7.11
E07000139,North Kesteven,E02006866,North Kesteven 013,E01032989,North Kesteven 013C,640,696,0,0
E07000139,North Kesteven,E02006866,North Kesteven 013,E01032993,North Kesteven 013D,1050,1040,10,0.95
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026214,North Kesteven 014A,530,522,8,1.51
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026215,North Kesteven 014B,490,490,0,0
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026218,North Kesteven 014C,560,473,87,15.54
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026219,North Kesteven 014D,530,493,37,6.98
E07000139,North Kesteven,E02006867,North Kesteven 014,E01032991,North Kesteven 014E,910,1030,0,0
E07000139,North Kesteven,E02006867,North Kesteven 014,E01032992,North Kesteven 014F,700,693,7,1
E07000140,South Holland,E02005465,South Holland 001,E01026242,South Holland 001A,730,467,263,36.03
E07000140,South Holland,E02005465,South Holland 001,E01026243,South Holland 001B,600,477,123,20.5
E07000140,South Holland,E02005465,South Holland 001,E01026244,South Holland 001C,560,287,273,48.75
E07000140,South Holland,E02005465,South Holland 001,E01026247,South Holland 001D,860,542,318,36.98
E07000140,South Holland,E02005465,South Holland 001,E01026276,South Holland 001E,1040,306,734,70.58
E07000140,South Holland,E02005466,South Holland 002,E01026246,South Holland 002A,980,327,653,66.63
E07000140,South Holland,E02005466,South Holland 002,E01026248,South Holland 002B,950,91,859,90.42
E07000140,South Holland,E02005466,South Holland 002,E01026257,South Holland 002C,1000,821,179,17.9
E07000140,South Holland,E02005467,South Holland 003,E01026250,South Holland 003A,1030,1006,24,2.33
E07000140,South Holland,E02005467,South Holland 003,E01026251,South Holland 003B,850,820,30,3.53
E07000140,South Holland,E02005467,South Holland 003,E01026252,South Holland 003C,830,812,18,2.17
E07000140,South Holland,E02005467,South Holland 003,E01026253,South Holland 003D,830,801,29,3.49
E07000140,South Holland,E02005468,South Holland 004,E01026281,South Holland 004A,560,266,294,52.5
E07000140,South Holland,E02005468,South Holland 004,E01026282,South Holland 004B,750,451,299,39.87
E07000140,South Holland,E02005468,South Holland 004,E01026283,South Holland 004C,760,316,444,58.42
E07000140,South Holland,E02005468,South Holland 004,E01026285,South Holland 004D,620,317,303,48.87
E07000140,South Holland,E02005468,South Holland 004,E01026286,South Holland 004E,510,243,267,52.35
E07000140,South Holland,E02005469,South Holland 005,E01026241,South Holland 005A,780,73,707,90.64
E07000140,South Holland,E02005469,South Holland 005,E01026258,South Holland 005B,840,841,0,0
E07000140,South Holland,E02005469,South Holland 005,E01026259,South Holland 005C,700,75,625,89.29
E07000140,South Holland,E02005469,South Holland 005,E01026260,South Holland 005D,900,855,45,5
E07000140,South Holland,E02005470,South Holland 006,E01026266,South Holland 006B,1010,926,84,8.32
E07000140,South Holland,E02005470,South Holland 006,E01026273,South Holland 006C,740,757,0,0
E07000140,South Holland,E02005470,South Holland 006,E01026275,South Holland 006E,970,1017,0,0
E07000140,South Holland,E02005470,South Holland 006,E01032995,South Holland 006F,730,586,144,19.73
E07000140,South Holland,E02005470,South Holland 006,E01032996,South Holland 006G,570,553,17,2.98
E07000140,South Holland,E02005470,South Holland 006,E01034697,South Holland 006H,670,674,0,0
E07000140,South Holland,E02005470,South Holland 006,E01034698,South Holland 006I,600,613,0,0
E07000140,South Holland,E02005471,South Holland 007,E01026268,South Holland 007A,900,852,48,5.33
E07000140,South Holland,E02005471,South Holland 007,E01026269,South Holland 007B,1000,941,59,5.9
E07000140,South Holland,E02005471,South Holland 007,E01026270,South Holland 007C,790,635,155,19.62
E07000140,South Holland,E02005471,South Holland 007,E01026271,South Holland 007D,720,714,6,0.83
E07000140,South Holland,E02005471,South Holland 007,E01026272,South Holland 007E,600,574,26,4.33
E07000140,South Holland,E02005472,South Holland 008,E01026254,South Holland 008A,850,222,628,73.88
E07000140,South Holland,E02005472,South Holland 008,E01026255,South Holland 008B,930,850,80,8.6
E07000140,South Holland,E02005472,South Holland 008,E01026256,South Holland 008C,730,529,201,27.53
E07000140,South Holland,E02005472,South Holland 008,E01026277,South Holland 008D,760,679,81,10.66
E07000140,South Holland,E02005472,South Holland 008,E01026278,South Holland 008E,670,400,270,40.3
E07000140,South Holland,E02005472,South Holland 008,E01026279,South Holland 008F,640,604,36,5.63
E07000140,South Holland,E02005473,South Holland 009,E01026262,South Holland 009A,690,663,27,3.91
E07000140,South Holland,E02005473,South Holland 009,E01026263,South Holland 009B,830,932,0,0
