Local authority code,Local authority,MSOA code,Middle layer super output area,LSOA code,Lower layer super output area,"Number of 
domestic 
properties","Number of 
domestic 
gas meters","Estimated number 
of properties not 
on the gas grid","Estimated percentage
of properties not 
on the gas grid"
E07000136,Boston,E02005423,Boston 007,E01026020,Boston 007D,950,866,84,8.84
E07000136,Boston,E02005423,Boston 007,E01026041,Boston 007E,630,574,56,8.89
E07000136,Boston,E02006864,Boston 008,E01026013,Boston 008A,620,550,70,11.29
E07000136,Boston,E02006864,Boston 008,E01026014,Boston 008B,830,670,160,19.28
E07000136,Boston,E02006864,Boston 008,E01026022,Boston 008C,830,793,37,4.46
E07000136,Boston,E02006864,Boston 008,E01026038,Boston 008D,580,576,4,0.69
E07000136,Boston,E02006864,Boston 008,E01026040,Boston 008E,520,472,48,9.23
E07000136,Boston,E02006865,Boston 009,E01026031,Boston 009B,660,649,11,1.67
E07000136,Boston,E02006865,Boston 009,E01026035,Boston 009C,900,950,0,0
E07000136,Boston,E02006865,Boston 009,E01026039,Boston 009D,510,488,22,4.31
E07000136,Boston,E02006865,Boston 009,E01034683,Boston 009E,560,494,66,11.79
E07000136,Boston,E02006865,Boston 009,E01034684,Boston 009F,490,487,3,0.61
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026045,East Lindsey 001A,900,362,538,59.78
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026061,East Lindsey 001B,510,506,4,0.78
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026062,East Lindsey 001C,530,487,43,8.11
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026063,East Lindsey 001D,610,596,14,2.3
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026080,East Lindsey 001E,900,16,884,98.22
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026106,East Lindsey 001F,520,487,33,6.35
E07000137,East Lindsey,E02005424,East Lindsey 001,E01026107,East Lindsey 001G,510,143,367,71.96
E07000137,East Lindsey,E02005425,East Lindsey 002,E01026058,East Lindsey 002A,970,566,404,41.65
E07000137,East Lindsey,E02005425,East Lindsey 002,E01026076,East Lindsey 002B,980,,,
E07000137,East Lindsey,E02005425,East Lindsey 002,E01026079,East Lindsey 002C,900,,,
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026077,East Lindsey 003A,590,529,61,10.34
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026078,East Lindsey 003B,490,475,15,3.06
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026087,East Lindsey 003C,500,494,6,1.2
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026088,East Lindsey 003D,610,610,0,0
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026090,East Lindsey 003E,540,538,2,0.37
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026091,East Lindsey 003F,530,485,45,8.49
E07000137,East Lindsey,E02005426,East Lindsey 003,E01026108,East Lindsey 003G,1100,1068,32,2.91
E07000137,East Lindsey,E02005427,East Lindsey 004,E01026081,East Lindsey 004A,1300,1268,32,2.46
E07000137,East Lindsey,E02005427,East Lindsey 004,E01026089,East Lindsey 004C,1020,968,52,5.1
E07000137,East Lindsey,E02005427,East Lindsey 004,E01032986,East Lindsey 004D,620,599,21,3.39
E07000137,East Lindsey,E02005427,East Lindsey 004,E01032987,East Lindsey 004E,690,644,46,6.67
E07000137,East Lindsey,E02005428,East Lindsey 005,E01026072,East Lindsey 005A,980,1014,0,0
E07000137,East Lindsey,E02005428,East Lindsey 005,E01026073,East Lindsey 005B,1080,1017,63,5.83
E07000137,East Lindsey,E02005428,East Lindsey 005,E01026074,East Lindsey 005C,1160,952,208,17.93
E07000137,East Lindsey,E02005428,East Lindsey 005,E01026099,East Lindsey 005D,970,49,921,94.95
E07000137,East Lindsey,E02005429,East Lindsey 006,E01026103,East Lindsey 006A,1100,1022,78,7.09
E07000137,East Lindsey,E02005429,East Lindsey 006,E01026104,East Lindsey 006B,1280,1224,56,4.37
E07000137,East Lindsey,E02005429,East Lindsey 006,E01026109,East Lindsey 006C,1340,1103,237,17.69
E07000137,East Lindsey,E02005430,East Lindsey 007,E01026071,East Lindsey 007A,990,,,
E07000137,East Lindsey,E02005430,East Lindsey 007,E01026082,East Lindsey 007B,1060,254,806,76.04
E07000137,East Lindsey,E02005430,East Lindsey 007,E01026121,East Lindsey 007C,1200,,,
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026042,East Lindsey 008A,780,789,0,0
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026043,East Lindsey 008B,760,760,0,0
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026044,East Lindsey 008C,660,282,378,57.27
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026113,East Lindsey 008D,960,43,917,95.52
E07000137,East Lindsey,E02005431,East Lindsey 008,E01026117,East Lindsey 008E,880,139,741,84.2
E07000137,East Lindsey,E02005432,East Lindsey 009,E01026060,East Lindsey 009A,600,,,
E07000137,East Lindsey,E02005432,East Lindsey 009,E01026068,East Lindsey 009B,990,244,746,75.35
E07000137,East Lindsey,E02005432,East Lindsey 009,E01026070,East Lindsey 009C,900,357,543,60.33
E07000137,East Lindsey,E02005432,East Lindsey 009,E01026105,East Lindsey 009D,1030,144,886,86.02
E07000137,East Lindsey,E02005433,East Lindsey 010,E01026048,East Lindsey 010A,960,,,
E07000137,East Lindsey,E02005433,East Lindsey 010,E01026049,East Lindsey 010B,1010,,,
E07000137,East Lindsey,E02005433,East Lindsey 010,E01026050,East Lindsey 010C,950,,,
E07000137,East Lindsey,E02005433,East Lindsey 010,E01026069,East Lindsey 010D,1200,477,723,60.25
E07000137,East Lindsey,E02005434,East Lindsey 011,E01026064,East Lindsey 011A,680,705,0,0
E07000137,East Lindsey,E02005434,East Lindsey 011,E01026065,East Lindsey 011B,930,861,69,7.42
E07000137,East Lindsey,E02005434,East Lindsey 011,E01026066,East Lindsey 011C,920,778,142,15.43
E07000137,East Lindsey,E02005434,East Lindsey 011,E01026067,East Lindsey 011D,960,895,65,6.77
E07000137,East Lindsey,E02005435,East Lindsey 012,E01026084,East Lindsey 012A,780,631,149,19.1
E07000137,East Lindsey,E02005435,East Lindsey 012,E01026115,East Lindsey 012C,880,581,299,33.98
E07000137,East Lindsey,E02005435,East Lindsey 012,E01026116,East Lindsey 012D,780,743,37,4.74
E07000137,East Lindsey,E02005435,East Lindsey 012,E01034685,East Lindsey 012E,770,515,255,33.12
E07000137,East Lindsey,E02005435,East Lindsey 012,E01034686,East Lindsey 012F,590,508,82,13.9
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026046,East Lindsey 013A,580,461,119,20.52
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026047,East Lindsey 013B,630,515,115,18.25
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026055,East Lindsey 013C,520,,,
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026059,East Lindsey 013D,500,,,
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026100,East Lindsey 013E,870,829,41,4.71
E07000137,East Lindsey,E02005436,East Lindsey 013,E01026101,East Lindsey 013F,640,616,24,3.75
E07000137,East Lindsey,E02005437,East Lindsey 014,E01026092,East Lindsey 014A,710,559,151,21.27
E07000137,East Lindsey,E02005437,East Lindsey 014,E01026093,East Lindsey 014B,1050,750,300,28.57
E07000137,East Lindsey,E02005437,East Lindsey 014,E01026095,East Lindsey 014C,650,545,105,16.15
E07000137,East Lindsey,E02005437,East Lindsey 014,E01026114,East Lindsey 014D,900,702,198,22
E07000137,East Lindsey,E02005438,East Lindsey 015,E01026083,East Lindsey 015A,840,754,86,10.24
E07000137,East Lindsey,E02005438,East Lindsey 015,E01026094,East Lindsey 015B,910,763,147,16.15
E07000137,East Lindsey,E02005438,East Lindsey 015,E01026096,East Lindsey 015C,650,602,48,7.38
E07000137,East Lindsey,E02005438,East Lindsey 015,E01026097,East Lindsey 015D,790,734,56,7.09
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026051,East Lindsey 016A,550,429,121,22
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026052,East Lindsey 016B,880,478,402,45.68
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026053,East Lindsey 016C,790,512,278,35.19
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026054,East Lindsey 016D,830,473,357,43.01
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026118,East Lindsey 016E,830,807,23,2.77
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026119,East Lindsey 016F,540,394,146,27.04
E07000137,East Lindsey,E02005439,East Lindsey 016,E01026120,East Lindsey 016G,740,709,31,4.19
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026056,East Lindsey 017A,560,34,526,93.93
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026110,East Lindsey 017B,680,,,
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026111,East Lindsey 017C,690,,,
E07000137,East Lindsey,E02005440,East Lindsey 017,E01026112,East Lindsey 017D,570,,,
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026057,East Lindsey 018A,860,,,
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026075,East Lindsey 018B,980,,,
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026098,East Lindsey 018C,910,597,313,34.4
E07000137,East Lindsey,E02005441,East Lindsey 018,E01026102,East Lindsey 018D,1000,,,
E07000138,Lincoln,E02005442,Lincoln 001,E01026149,Lincoln 001A,840,841,0,0
E07000138,Lincoln,E02005442,Lincoln 001,E01026150,Lincoln 001B,900,896,4,0.44
E07000138,Lincoln,E02005442,Lincoln 001,E01026166,Lincoln 001C,570,563,7,1.23
E07000138,Lincoln,E02005442,Lincoln 001,E01026168,Lincoln 001D,640,637,3,0.47
E07000138,Lincoln,E02005443,Lincoln 002,E01026153,Lincoln 002A,1150,970,180,15.65
E07000138,Lincoln,E02005443,Lincoln 002,E01026155,Lincoln 002B,770,737,33,4.29
E07000138,Lincoln,E02005443,Lincoln 002,E01026157,Lincoln 002C,670,619,51,7.61
E07000138,Lincoln,E02005443,Lincoln 002,E01026165,Lincoln 002D,740,687,53,7.16
E07000138,Lincoln,E02005444,Lincoln 003,E01026125,Lincoln 003A,520,510,10,1.92
E07000138,Lincoln,E02005444,Lincoln 003,E01026144,Lincoln 003B,890,874,16,1.8
E07000138,Lincoln,E02005444,Lincoln 003,E01026147,Lincoln 003C,1110,1067,43,3.87
E07000138,Lincoln,E02005444,Lincoln 003,E01026148,Lincoln 003D,1080,1079,1,0.09
E07000138,Lincoln,E02005444,Lincoln 003,E01026151,Lincoln 003E,960,872,88,9.17
E07000138,Lincoln,E02005444,Lincoln 003,E01026164,Lincoln 003F,600,592,8,1.33
E07000138,Lincoln,E02005444,Lincoln 003,E01026167,Lincoln 003G,950,804,146,15.37
E07000138,Lincoln,E02005445,Lincoln 004,E01026122,Lincoln 004A,890,746,144,16.18
E07000138,Lincoln,E02005445,Lincoln 004,E01026123,Lincoln 004B,1110,996,114,10.27
E07000138,Lincoln,E02005445,Lincoln 004,E01026124,Lincoln 004C,760,739,21,2.76
E07000138,Lincoln,E02005445,Lincoln 004,E01026126,Lincoln 004D,1010,764,246,24.36
E07000138,Lincoln,E02005445,Lincoln 004,E01026152,Lincoln 004E,590,591,0,0
E07000138,Lincoln,E02005445,Lincoln 004,E01026154,Lincoln 004F,530,534,0,0
E07000138,Lincoln,E02005445,Lincoln 004,E01026156,Lincoln 004G,500,484,16,3.2
E07000138,Lincoln,E02005446,Lincoln 005,E01026132,Lincoln 005A,1010,497,513,50.79
E07000138,Lincoln,E02005446,Lincoln 005,E01026145,Lincoln 005C,680,641,39,5.74
E07000138,Lincoln,E02005446,Lincoln 005,E01026146,Lincoln 005D,880,693,187,21.25
E07000138,Lincoln,E02005446,Lincoln 005,E01034687,Lincoln 005E,480,468,12,2.5
E07000138,Lincoln,E02005446,Lincoln 005,E01034688,Lincoln 005F,550,405,145,26.36
E07000138,Lincoln,E02005447,Lincoln 006,E01026134,Lincoln 006A,870,774,96,11.03
E07000138,Lincoln,E02005447,Lincoln 006,E01026176,Lincoln 006B,1090,902,188,17.25
E07000138,Lincoln,E02005447,Lincoln 006,E01026177,Lincoln 006C,900,843,57,6.33
E07000138,Lincoln,E02005447,Lincoln 006,E01026178,Lincoln 006D,830,782,48,5.78
E07000138,Lincoln,E02005448,Lincoln 007,E01026127,Lincoln 007A,650,646,4,0.62
E07000138,Lincoln,E02005448,Lincoln 007,E01026129,Lincoln 007C,740,662,78,10.54
E07000138,Lincoln,E02005448,Lincoln 007,E01026131,Lincoln 007D,620,616,4,0.65
E07000138,Lincoln,E02005448,Lincoln 007,E01034689,Lincoln 007E,510,505,5,0.98
E07000138,Lincoln,E02005448,Lincoln 007,E01034690,Lincoln 007F,740,738,2,0.27
E07000138,Lincoln,E02005449,Lincoln 008,E01026135,Lincoln 008B,740,722,18,2.43
E07000138,Lincoln,E02005449,Lincoln 008,E01026136,Lincoln 008C,640,623,17,2.66
E07000138,Lincoln,E02005449,Lincoln 008,E01026174,Lincoln 008D,690,640,50,7.25
E07000138,Lincoln,E02005449,Lincoln 008,E01034691,Lincoln 008E,890,298,592,66.52
E07000138,Lincoln,E02005449,Lincoln 008,E01034692,Lincoln 008F,620,575,45,7.26
E07000138,Lincoln,E02005450,Lincoln 009,E01026130,Lincoln 009A,620,637,0,0
E07000138,Lincoln,E02005450,Lincoln 009,E01026158,Lincoln 009B,670,650,20,2.99
E07000138,Lincoln,E02005450,Lincoln 009,E01026159,Lincoln 009C,690,611,79,11.45
E07000138,Lincoln,E02005450,Lincoln 009,E01026160,Lincoln 009D,630,624,6,0.95
E07000138,Lincoln,E02005450,Lincoln 009,E01026162,Lincoln 009E,650,609,41,6.31
E07000138,Lincoln,E02005450,Lincoln 009,E01026163,Lincoln 009F,620,634,0,0
E07000138,Lincoln,E02005451,Lincoln 010,E01026161,Lincoln 010A,700,655,45,6.43
E07000138,Lincoln,E02005451,Lincoln 010,E01026170,Lincoln 010B,660,650,10,1.52
E07000138,Lincoln,E02005451,Lincoln 010,E01026172,Lincoln 010C,600,596,4,0.67
E07000138,Lincoln,E02005451,Lincoln 010,E01026173,Lincoln 010D,720,717,3,0.42
E07000138,Lincoln,E02005451,Lincoln 010,E01026175,Lincoln 010E,1010,847,163,16.14
E07000138,Lincoln,E02005452,Lincoln 011,E01026137,Lincoln 011A,490,484,6,1.22
E07000138,Lincoln,E02005452,Lincoln 011,E01026138,Lincoln 011B,640,638,2,0.31
E07000138,Lincoln,E02005452,Lincoln 011,E01026139,Lincoln 011C,560,557,3,0.54
E07000138,Lincoln,E02005452,Lincoln 011,E01026140,Lincoln 011D,640,605,35,5.47
E07000138,Lincoln,E02005452,Lincoln 011,E01026141,Lincoln 011E,610,605,5,0.82
E07000138,Lincoln,E02005452,Lincoln 011,E01026142,Lincoln 011F,510,514,0,0
E07000138,Lincoln,E02005452,Lincoln 011,E01026169,Lincoln 011G,780,741,39,5
E07000138,Lincoln,E02005452,Lincoln 011,E01026171,Lincoln 011H,660,655,5,0.76
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026186,North Kesteven 001A,700,713,0,0
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026187,North Kesteven 001B,770,753,17,2.21
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026189,North Kesteven 001C,840,824,16,1.9
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026203,North Kesteven 001D,880,811,69,7.84
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026204,North Kesteven 001E,750,744,6,0.8
E07000139,North Kesteven,E02005453,North Kesteven 001,E01026206,North Kesteven 001F,780,722,58,7.44
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026182,North Kesteven 003B,640,,,
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026193,North Kesteven 003C,660,,,
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026199,North Kesteven 003D,1000,6,994,99.4
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026225,North Kesteven 003E,710,587,123,17.32
E07000139,North Kesteven,E02005455,North Kesteven 003,E01026226,North Kesteven 003F,840,824,16,1.9
E07000139,North Kesteven,E02005455,North Kesteven 003,E01032994,North Kesteven 003H,580,401,179,30.86
E07000139,North Kesteven,E02005455,North Kesteven 003,E01034693,North Kesteven 003I,420,317,103,24.52
E07000139,North Kesteven,E02005455,North Kesteven 003,E01034694,North Kesteven 003J,750,704,46,6.13
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026184,North Kesteven 004A,550,528,22,4
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026185,North Kesteven 004B,850,839,11,1.29
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026188,North Kesteven 004C,1090,1079,11,1.01
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026190,North Kesteven 004D,680,633,47,6.91
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026237,North Kesteven 004E,510,501,9,1.76
E07000139,North Kesteven,E02005456,North Kesteven 004,E01026238,North Kesteven 004F,560,557,3,0.54
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026191,North Kesteven 005A,710,293,417,58.73
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026205,North Kesteven 005B,700,593,107,15.29
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026211,North Kesteven 005C,780,99,681,87.31
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026212,North Kesteven 005D,700,632,68,9.71
E07000139,North Kesteven,E02005457,North Kesteven 005,E01026213,North Kesteven 005E,820,779,41,5
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026192,North Kesteven 006A,540,,,
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026194,North Kesteven 006B,870,756,114,13.1
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026195,North Kesteven 006C,810,638,172,21.23
E07000139,North Kesteven,E02005458,North Kesteven 006,E01026196,North Kesteven 006D,690,123,567,82.17
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026180,North Kesteven 007A,640,338,302,47.19
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026183,North Kesteven 007B,1160,,,
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026210,North Kesteven 007C,1030,,,
E07000139,North Kesteven,E02005459,North Kesteven 007,E01026224,North Kesteven 007D,800,759,41,5.12
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026179,North Kesteven 008A,500,243,257,51.4
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026197,North Kesteven 008B,650,489,161,24.77
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026198,North Kesteven 008C,550,523,27,4.91
E07000139,North Kesteven,E02005460,North Kesteven 008,E01026223,North Kesteven 008D,920,903,17,1.85
E07000139,North Kesteven,E02005461,North Kesteven 009,E01026209,North Kesteven 009A,990,653,337,34.04
E07000139,North Kesteven,E02005461,North Kesteven 009,E01026221,North Kesteven 009B,1110,,,
E07000139,North Kesteven,E02005461,North Kesteven 009,E01026222,North Kesteven 009C,850,761,89,10.47
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026227,North Kesteven 010A,790,647,143,18.1
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026230,North Kesteven 010B,560,548,12,2.14
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026231,North Kesteven 010C,1130,1097,33,2.92
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026232,North Kesteven 010D,1110,1040,70,6.31
E07000139,North Kesteven,E02005462,North Kesteven 010,E01026235,North Kesteven 010E,780,663,117,15
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026228,North Kesteven 011A,640,652,0,0
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026229,North Kesteven 011B,660,634,26,3.94
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026233,North Kesteven 011C,760,739,21,2.76
E07000139,North Kesteven,E02005463,North Kesteven 011,E01026236,North Kesteven 011E,570,527,43,7.54
E07000139,North Kesteven,E02005463,North Kesteven 011,E01034695,North Kesteven 011F,610,679,0,0
E07000139,North Kesteven,E02005463,North Kesteven 011,E01034696,North Kesteven 011G,620,609,11,1.77
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026200,North Kesteven 012A,710,599,111,15.63
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026201,North Kesteven 012B,870,320,550,63.22
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026202,North Kesteven 012C,930,912,18,1.94
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026207,North Kesteven 012D,560,,,
E07000139,North Kesteven,E02005464,North Kesteven 012,E01026208,North Kesteven 012E,650,335,315,48.46
E07000139,North Kesteven,E02006866,North Kesteven 013,E01026220,North Kesteven 013A,1080,1064,16,1.48
E07000139,North Kesteven,E02006866,North Kesteven 013,E01032988,North Kesteven 013B,700,655,45,6.43
E07000139,North Kesteven,E02006866,North Kesteven 013,E01032989,North Kesteven 013C,630,597,33,5.24
E07000139,North Kesteven,E02006866,North Kesteven 013,E01032993,North Kesteven 013D,840,894,0,0
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026214,North Kesteven 014A,530,525,5,0.94
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026215,North Kesteven 014B,490,486,4,0.82
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026218,North Kesteven 014C,560,471,89,15.89
E07000139,North Kesteven,E02006867,North Kesteven 014,E01026219,North Kesteven 014D,530,491,39,7.36
E07000139,North Kesteven,E02006867,North Kesteven 014,E01032991,North Kesteven 014E,760,838,0,0
E07000139,North Kesteven,E02006867,North Kesteven 014,E01032992,North Kesteven 014F,690,679,11,1.59
E07000140,South Holland,E02005465,South Holland 001,E01026242,South Holland 001A,670,391,279,41.64
E07000140,South Holland,E02005465,South Holland 001,E01026243,South Holland 001B,590,466,124,21.02
E07000140,South Holland,E02005465,South Holland 001,E01026244,South Holland 001C,560,287,273,48.75
E07000140,South Holland,E02005465,South Holland 001,E01026247,South Holland 001D,850,536,314,36.94
E07000140,South Holland,E02005465,South Holland 001,E01026276,South Holland 001E,1040,302,738,70.96
E07000140,South Holland,E02005466,South Holland 002,E01026246,South Holland 002A,980,329,651,66.43
E07000140,South Holland,E02005466,South Holland 002,E01026248,South Holland 002B,950,90,860,90.53
E07000140,South Holland,E02005466,South Holland 002,E01026257,South Holland 002C,990,814,176,17.78
E07000140,South Holland,E02005467,South Holland 003,E01026250,South Holland 003A,960,959,1,0.1
E07000140,South Holland,E02005467,South Holland 003,E01026251,South Holland 003B,850,819,31,3.65
E07000140,South Holland,E02005467,South Holland 003,E01026252,South Holland 003C,820,809,11,1.34
E07000140,South Holland,E02005467,South Holland 003,E01026253,South Holland 003D,830,777,53,6.39
E07000140,South Holland,E02005468,South Holland 004,E01026281,South Holland 004A,550,264,286,52
E07000140,South Holland,E02005468,South Holland 004,E01026282,South Holland 004B,740,428,312,42.16
E07000140,South Holland,E02005468,South Holland 004,E01026283,South Holland 004C,760,316,444,58.42
E07000140,South Holland,E02005468,South Holland 004,E01026285,South Holland 004D,620,308,312,50.32
E07000140,South Holland,E02005468,South Holland 004,E01026286,South Holland 004E,510,239,271,53.14
E07000140,South Holland,E02005469,South Holland 005,E01026241,South Holland 005A,780,72,708,90.77
E07000140,South Holland,E02005469,South Holland 005,E01026258,South Holland 005B,820,789,31,3.78
E07000140,South Holland,E02005469,South Holland 005,E01026259,South Holland 005C,700,74,626,89.43
E07000140,South Holland,E02005469,South Holland 005,E01026260,South Holland 005D,890,849,41,4.61
E07000140,South Holland,E02005470,South Holland 006,E01026266,South Holland 006B,1000,894,106,10.6
E07000140,South Holland,E02005470,South Holland 006,E01026273,South Holland 006C,740,718,22,2.97
E07000140,South Holland,E02005470,South Holland 006,E01026275,South Holland 006E,900,916,0,0
E07000140,South Holland,E02005470,South Holland 006,E01032995,South Holland 006F,730,585,145,19.86
E07000140,South Holland,E02005470,South Holland 006,E01032996,South Holland 006G,570,550,20,3.51
E07000140,South Holland,E02005470,South Holland 006,E01034697,South Holland 006H,610,654,0,0
E07000140,South Holland,E02005470,South Holland 006,E01034698,South Holland 006I,520,580,0,0
E07000140,South Holland,E02005471,South Holland 007,E01026268,South Holland 007A,900,845,55,6.11
E07000140,South Holland,E02005471,South Holland 007,E01026269,South Holland 007B,980,943,37,3.78
E07000140,South Holland,E02005471,South Holland 007,E01026270,South Holland 007C,790,636,154,19.49
E07000140,South Holland,E02005471,South Holland 007,E01026271,South Holland 007D,720,715,5,0.69
E07000140,South Holland,E02005471,South Holland 007,E01026272,South Holland 007E,580,547,33,5.69
E07000140,South Holland,E02005472,South Holland 008,E01026254,South Holland 008A,850,222,628,73.88
E07000140,South Holland,E02005472,South Holland 008,E01026255,South Holland 008B,910,843,67,7.36
E07000140,South Holland,E02005472,South Holland 008,E01026256,South Holland 008C,730,522,208,28.49
E07000140,South Holland,E02005472,South Holland 008,E01026277,South Holland 008D,760,680,80,10.53
E07000140,South Holland,E02005472,South Holland 008,E01026278,South Holland 008E,660,402,258,39.09
E07000140,South Holland,E02005472,South Holland 008,E01026279,South Holland 008F,640,599,41,6.41
E07000140,South Holland,E02005473,South Holland 009,E01026262,South Holland 009A,690,655,35,5.07
E07000140,South Holland,E02005473,South Holland 009,E01026263,South Holland 009B,830,830,0,0
