Scope,Split,Model,RMSE,MAE,R2,Dir_Acc_%,Decile_Exact_%,Decile_Within_1_%
lincolnshire,Validation (2017),AR Baseline (Persistence),0.30495858589756514,0.2446840639246563,0.7699667486263706,0.0,38.57142857142858,80.95238095238095
lincolnshire,Test (2018-2019 Aggregate),AR Baseline (Persistence),0.376447728742989,0.29175183648243824,0.6989617908404901,0.0,40.23809523809524,77.26190476190476
lincolnshire,Test (2018),AR Baseline (Persistence),0.3089352906065932,0.24142248930127483,0.7649149247416831,0.0,38.80952380952381,77.61904761904762
lincolnshire,Test (2019),AR Baseline (Persistence),0.4335721060784814,0.34208118366360163,0.6149776398761859,0.0,36.666666666666664,76.19047619047619
lincolnshire,Validation (2017),AR Baseline (Momentum Drift),0.39816719642258397,0.29797148109681804,0.6078611760046806,64.52380952380953,33.33333333333333,66.42857142857143
lincolnshire,Test (2018-2019 Aggregate),AR Baseline (Momentum Drift),0.47319090855559265,0.35200485172109275,0.524352691986953,59.285714285714285,29.523809523809526,62.73809523809524
lincolnshire,Test (2018),AR Baseline (Momentum Drift),0.43761393014457656,0.3263740152752766,0.5282930333560015,57.14285714285714,30.476190476190478,64.04761904761904
lincolnshire,Test (2019),AR Baseline (Momentum Drift),0.5062739574802877,0.37763568816690884,0.4750300314622967,61.42857142857143,24.523809523809522,63.57142857142857
lincolnshire,Validation (2017),Multimodal Ridge,0.24131974223119604,0.1845040876452015,0.8559561922793307,76.19047619047619,41.19047619047619,81.66666666666667
lincolnshire,Test (2018-2019 Aggregate),Multimodal Ridge,0.27997646873977916,0.20714938878922776,0.8334842481878673,79.52380952380952,41.30952380952381,80.95238095238095
lincolnshire,Test (2018),Multimodal Ridge,0.24436553303116842,0.1847840439616249,0.8529144819530421,74.52380952380952,37.38095238095238,82.38095238095238
lincolnshire,Test (2019),Multimodal Ridge,0.31154314687116136,0.22951473361683053,0.8012076404844836,84.52380952380952,36.666666666666664,78.33333333333333
lincolnshire,Validation (2017),Multimodal ElasticNet,0.24151292933976612,0.1845895855865245,0.8557254731098384,78.33333333333333,38.333333333333336,81.9047619047619
lincolnshire,Test (2018-2019 Aggregate),Multimodal ElasticNet,0.29220745610943244,0.21579814779528578,0.8186177244232399,78.69047619047619,41.66666666666667,80.11904761904762
lincolnshire,Test (2018),Multimodal ElasticNet,0.24469391866716628,0.18595748614244076,0.8525189005893901,74.52380952380952,39.285714285714285,82.61904761904762
lincolnshire,Test (2019),Multimodal ElasticNet,0.33300943076615414,0.24563880944813077,0.7728690332540594,82.85714285714286,38.333333333333336,77.61904761904762
lincolnshire,Validation (2017),Multimodal Random Forest,0.256982716548426,0.19248448755045663,0.8366509101143642,77.61904761904762,42.857142857142854,80.95238095238095
lincolnshire,Test (2018-2019 Aggregate),Multimodal Random Forest,0.2991482336505825,0.21977891756091908,0.8098986745041888,76.90476190476191,39.523809523809526,80.0
lincolnshire,Test (2018),Multimodal Random Forest,0.25418777544308013,0.18977780057824672,0.8408526780032097,73.33333333333333,41.66666666666667,83.33333333333334
lincolnshire,Test (2019),Multimodal Random Forest,0.3381832435349588,0.2497800345435915,0.7657565509341634,80.47619047619048,38.57142857142858,78.0952380952381
lincolnshire,Validation (2017),Multimodal Extra-Trees,0.24641918019980846,0.1881266575743451,0.8498041598602502,78.33333333333333,41.42857142857143,80.71428571428572
lincolnshire,Test (2018-2019 Aggregate),Multimodal Extra-Trees,0.304384307700335,0.2255080252249104,0.803185642300998,74.28571428571429,40.95238095238095,80.83333333333333
lincolnshire,Test (2018),Multimodal Extra-Trees,0.2527167795512315,0.19083775046903712,0.8426893333521404,71.42857142857143,41.66666666666667,82.14285714285714
lincolnshire,Test (2019),Multimodal Extra-Trees,0.3484735899342713,0.2601782999807836,0.751284401952468,77.14285714285715,40.0,76.42857142857142
lincolnshire,Validation (2017),Multimodal LightGBM,0.25791407376720976,0.19383924868388883,0.835464744425742,75.23809523809524,41.42857142857143,80.23809523809524
lincolnshire,Test (2018-2019 Aggregate),Multimodal LightGBM,0.30960782529635145,0.2256948104035622,0.7963726463952092,73.21428571428571,39.88095238095239,79.52380952380952
lincolnshire,Test (2018),Multimodal LightGBM,0.2580345169423148,0.19316893958850867,0.8359993293346539,71.9047619047619,41.19047619047619,81.19047619047619
lincolnshire,Test (2019),Multimodal LightGBM,0.35374029885753533,0.2582206812186157,0.7437095872151472,74.52380952380952,37.142857142857146,78.0952380952381
lincolnshire,Validation (2017),Multimodal XGBoost,0.2534814584112319,0.1913914363609756,0.84107168384615,74.76190476190476,41.904761904761905,81.42857142857143
lincolnshire,Test (2018-2019 Aggregate),Multimodal XGBoost,0.31224558315494316,0.22975869251012074,0.7928881886367516,72.61904761904762,36.42857142857142,79.16666666666666
lincolnshire,Test (2018),Multimodal XGBoost,0.2621272961791039,0.19701229040868104,0.8307555211161474,71.42857142857143,38.333333333333336,81.66666666666667
lincolnshire,Test (2019),Multimodal XGBoost,0.35536444531969347,0.2625050946115605,0.7413507451431509,73.80952380952381,36.666666666666664,78.33333333333333
lincolnshire,Validation (2017),Multimodal CatBoost,0.2533591627765522,0.19109917740257681,0.8412250011796797,77.14285714285715,41.904761904761905,81.9047619047619
lincolnshire,Test (2018-2019 Aggregate),Multimodal CatBoost,0.3325252849139521,0.24436552731869768,0.7651115793376693,71.78571428571429,40.0,80.35714285714286
lincolnshire,Test (2018),Multimodal CatBoost,0.2636009664182388,0.1998254030297252,0.8288471991375208,70.95238095238095,42.142857142857146,83.0952380952381
lincolnshire,Test (2019),Multimodal CatBoost,0.38943633718180515,0.2889056516076701,0.6893751277606321,72.61904761904762,38.80952380952381,77.85714285714286
lincolnshire,Validation (2017),Explainable Boosting Machine (EBM),0.25772259077045395,0.19617512687643374,0.8357089653631153,74.04761904761905,40.0,80.71428571428572
lincolnshire,Test (2018-2019 Aggregate),Explainable Boosting Machine (EBM),0.31909611543345606,0.23709942141106252,0.7837006103927503,71.78571428571429,39.404761904761905,78.33333333333333
lincolnshire,Test (2018),Explainable Boosting Machine (EBM),0.2564346720627998,0.19415408638779832,0.8380266724679726,71.9047619047619,38.80952380952381,81.66666666666667
lincolnshire,Test (2019),Explainable Boosting Machine (EBM),0.3713299351432461,0.2800447564343268,0.7175879604586073,71.66666666666667,34.523809523809526,74.04761904761905
lincolnshire,Validation (2017),Stacking Ensemble (Super Learner),0.2445991748045403,0.1864911831489614,0.8520146027063062,77.61904761904762,41.904761904761905,82.14285714285714
lincolnshire,Test (2018-2019 Aggregate),Stacking Ensemble (Super Learner),0.29274638516193335,0.21584514931447218,0.8179480473164065,77.73809523809524,41.42857142857143,81.07142857142857
lincolnshire,Test (2018),Stacking Ensemble (Super Learner),0.24454563773361152,0.18568687330395098,0.8526975892072761,72.85714285714285,39.04761904761905,83.0952380952381
lincolnshire,Test (2019),Stacking Ensemble (Super Learner),0.334063351950224,0.2460034253249934,0.7714290924483301,82.61904761904762,37.61904761904762,77.61904761904762
